Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonLvl1Ex	MonLvl2Ex	MonLvl3Ex	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
Act 2 - Tomb 2 B	57	1	1			39	200	200	200	200	200	200	3000	1600	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	47	0	0	0	61	0	0	0	45	-1	-1	-1	46	-1	-1	-1	8	255	255	255	0	0	1	0	1000	13	38	63	14	47	84	2200	2200	2200	3	4	5	6	7	8	1	0	6	wraith4	bonefetish2	sandraider2	unraveler2	unraveler3	mummy3	rhino2																				wraith4	bonefetish2	sandraider2	unraveler2	unraveler3	mummy3	rhino2																			wraith4	bonefetish2	sandraider2	unraveler2	unraveler3	mummy3	rhino2																			rat	bat	scorpion		30	30	20						60	19	12	Halls of the Dead Level 2	To The Halls of the Dead Level 2	A2L21	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0	0
Act 2 - Tomb 3 A	58	1	1			40	200	200	200	200	200	200	3000	1900	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	45	0	0	0	47	0	0	0	45	-1	-1	-1	46	-1	-1	-1	8	255	255	255	0	0	1	0	1000	14	39	64	15	49	85	2200	2200	2200	3	4	5	6	7	8	1	0	6	bloodgolemmon	mummy4	swarm3	clawviper5	pantherwoman3	clawviper4																					bloodgolemmon	mummy4	swarm3	clawviper5	pantherwoman3	clawviper4																				bloodgolemmon	mummy4	swarm3	clawviper5	pantherwoman3	clawviper4																				rat	bat	scorpion		30	30	20						60	19	255	Claw Viper Temple Level 1	To The Claw Viper Temple Level 1	A2L19	19	29	24	0	0	0	0	0	10	20	35	45	0	0	0	0	0
Act 2 - Tomb 1 Treasure	59	1	1			41	200	200	200	200	200	200	3000	2200	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	55	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	1000	12	37	62	44	68	88	3500	3500	3500	6	7	10	11	12	13	1	0	5	summoner_clone1	summoner_clone2	chaosmage1	chaosmage2	chaosmage3																						summoner_clone1	summoner_clone2	chaosmage1	chaosmage2	chaosmage3																					summoner_clone1	summoner_clone2	chaosmage1	chaosmage2	chaosmage3																					rat	bat	scorpion		30	30	20						60	19	255	Stony Tomb Level 2	To The Stony Tomb Level 2	A2L20	19	29	24	0	0	0	0	0	10	30	45	55	0	0	0	0	0
Act 2 - Tomb 2 Treasure	60	1	1			42	200	200	200	200	200	200	3000	2500	0	2	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	56	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	1000	13	38	63	14	47	85	2200	2200	2200	3	4	5	6	7	8	1	0	6	mummy4	scarab4	clawviper5	unraveler4	zombie5	thornhulk1																					mummy4	scarab4	clawviper5	unraveler4	zombie5	thornhulk1																				mummy4	scarab4	clawviper5	unraveler4	zombie5	thornhulk1																				rat	bat	scorpion		30	30	20						60	19	255	Halls of the Dead Level 3	To The Halls of the Dead Level 3	A2L18	19	29	24	0	0	0	0	0	10	30	45	55	0	0	0	0	0
Act 2 - Tomb 3 Treasure	61	1	1			43	200	200	200	200	200	200	3000	2800	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	57	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	1000	14	39	64	15	49	86	2200	2200	2200	3	4	5	6	7	8	1	0	6	sandmaggot4	bonefetish2	fetish2	baboon1	slinger3	fetishblow2																					sandmaggot4	bonefetish2	fetish2	baboon1	slinger3	fetishblow2																				sandmaggot4	bonefetish2	fetish2	baboon1	slinger3	fetishblow2																				rat	bat	scorpion		30	30	20						60	19	255	Claw Viper Temple Level 2	To The Claw Viper Temple Level 2	A2L22	19	29	24	0	0	0	0	0	10	30	45	55	0	0	0	0	0
Act 2 - Lair 1 A	62	1	1			44	200	200	200	200	200	200	3500	1000	0	1	0	0	0	1	1	1	0	1	1	18	-1	-1	-1	-1	43	51	0	0	0	0	0	0	48	49	-1	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	2025	17	42	67	18	47	87	990	990	990	4	5	6	7	8	9	1	0	6	willowisp1	swarm3	arach3	sandmaggot3	mosquito1	scarab3	sandmaggot3																				willowisp1	swarm3	arach3	sandmaggot3	mosquito1	scarab3	sandmaggot3																			willowisp1	swarm3	arach3	sandmaggot3	mosquito1	scarab3	sandmaggot3																			rat	bat	scorpion		30	30	20						8	20	255	Maggot Lair Level 1	To The Maggot Lair Level 1	A2L23	35	29	0	0	0	0	0	0	50	35	0	0	0	0	0	0	0
Act 2 - Lair 1 B	63	1	1			45	200	200	200	200	200	200	3500	1300	0	1	0	0	0	1	1	1	0	1	1	18	-1	-1	-1	-1	51	64	0	0	0	0	0	0	48	49	-1	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	2025	17	42	67	18	47	87	990	990	990	4	5	6	7	8	9	1	0	6	willowisp1	swarm3	sandmaggot4	arach3	clawviper3	slinger5	scarab4																				willowisp1	swarm3	sandmaggot4	arach3	clawviper3	slinger5	scarab4																			willowisp1	swarm3	sandmaggot4	arach3	clawviper3	slinger5	scarab4																			rat	bat	scorpion		30	30	20						8	20	255	Maggot Lair Level 2	To The Maggot Lair Level 2	A2L24	35	29	0	0	0	0	0	0	65	35	0	0	0	0	0	0	0
Act 2 - Lair 1 Treasure	64	1	1			46	200	200	200	200	200	200	3500	1600	0	1	0	0	0	1	1	1	0	1	1	18	-1	-1	-1	-1	63	0	0	0	0	0	0	0	48	-1	-1	-1	-1	-1	-1	-1	8	255	255	255	0	0	1	0	2025	17	42	67	18	48	88	990	990	990	4	5	6	7	8	9	1	0	6	wraith4	swarm3	sandmaggot4	arach3	sandmaggot3	mummy3	rhino2																				wraith4	swarm3	sandmaggot4	arach3	sandmaggot3	mummy3	rhino2																			wraith4	swarm3	sandmaggot4	arach3	sandmaggot3	mummy3	rhino2																			rat	bat	scorpion		30	30	20						8	20	255	Maggot Lair Level 3	To The Maggot Lair Level 3	A2L25	35	29	0	0	0	0	0	0	80	55	0	0	0	0	0	0	0
Act 2 - Sewer 2 A	65	1	1			47	200	200	200	200	200	200	4000	1000	0	1	0	0	0	1	1	1	0	1	1	13	-1	-1	-1	-1	44	0	0	0	0	0	0	0	22	-1	-1	-1	-1	-1	-1	-1	8	0	255	0	0	0	1	0	1000	17	42	67	44	68	90	2000	2000	2000	8	9	10	11	12	13	1	0	5	andariel_clone	hairdresser	clawviper9	vilemother4	corruptedtree																						andariel_clone	hairdresser	clawviper9	vilemother4	corruptedtree																					andariel_clone	hairdresser	clawviper9	vilemother4	corruptedtree																					rat	bat	scorpion		30	100	20						8	15	255	Ancient Tunnels	To The Ancient Tunnels	A2L26	29	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0
Act 2 - Tomb Tal 1	66	1	1	13	13	48	200	200	200	200	200	200	4500	1000	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	25	255	255	255	0	0	1	0	2025	17	42	67	18	51	83	2200	2200	2200	4	5	6	7	8	9	1	0	6	bloodgolemmon	thornhulk2	sandraider3	goatman4	zombie4	zombie5	overlord2	blackknight2																			bloodgolemmon	thornhulk2	sandraider3	goatman4	zombie4	zombie5	overlord2	blackknight2																		bloodgolemmon	thornhulk2	sandraider3	goatman4	zombie4	zombie5	overlord2	blackknight2																		rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 2	67	1	1	13	13	49	200	200	200	200	200	200	4500	1300	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	25	255	255	255	0	0	1	0	2025	17	42	67	18	51	83	2200	2200	2200	4	5	6	7	8	9	1	0	6	bloodgolemmon	mummy4	sandraider3	goatman4	pantherwoman4	sandmaggot5	overlord2	blackknight2																			bloodgolemmon	mummy4	sandraider3	goatman4	pantherwoman4	sandmaggot5	overlord2	blackknight2																		bloodgolemmon	mummy4	sandraider3	goatman4	pantherwoman4	sandmaggot5	overlord2	blackknight2																		rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 3	68	1	1	13	13	50	200	200	200	200	200	200	4500	1600	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	25	255	255	255	0	0	1	0	2025	17	42	67	18	51	83	2200	2200	2200	4	5	6	7	8	9	1	0	6	bloodgolemmon	thornhulk2	vulture4	goatman4	slinger6	clawviper4	overlord2	blackknight2																			bloodgolemmon	thornhulk2	vulture4	goatman4	slinger6	clawviper4	overlord2	blackknight2																		bloodgolemmon	thornhulk2	vulture4	goatman4	slinger6	clawviper4	overlord2	blackknight2																		rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 4	69	1	1	13	13	51	200	200	200	200	200	200	4500	1900	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	25	255	255	255	0	0	1	0	2025	17	42	67	18	51	83	2200	2200	2200	4	5	6	7	8	9	1	0	6	bloodgolemmon	vulture4	goatman4	sandleaper4	slinger6	clawviper4	overlord2	blackknight2																			bloodgolemmon	vulture4	goatman4	sandleaper4	slinger6	clawviper4	overlord2	blackknight2																		bloodgolemmon	vulture4	goatman4	sandleaper4	slinger6	clawviper4	overlord2	blackknight2																		rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 5	70	1	1	13	13	52	200	200	200	200	200	200	4500	2200	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	25	255	255	255	0	0	1	0	2025	17	42	67	18	51	83	2200	2200	2200	4	5	6	7	8	9	1	0	6	bloodgolemmon	thornhulk2	sandraider3	goatman4	pantherwoman4	sandmaggot5	overlord2	blackknight2																			bloodgolemmon	thornhulk2	sandraider3	goatman4	pantherwoman4	sandmaggot5	overlord2	blackknight2																		bloodgolemmon	thornhulk2	sandraider3	goatman4	pantherwoman4	sandmaggot5	overlord2	blackknight2																		rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 6	71	1	1	13	13	53	200	200	200	200	200	200	4500	2500	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	25	255	255	255	0	0	1	0	2025	17	42	67	18	51	83	2200	2200	2200	4	5	6	7	8	9	1	0	6	bloodgolemmon	mummy4	sandraider4	goatman4	zombie4	zombie5	overlord2	blackknight2																			bloodgolemmon	mummy4	sandraider4	goatman4	zombie4	zombie5	overlord2	blackknight2																		bloodgolemmon	mummy4	sandraider4	goatman4	zombie4	zombie5	overlord2	blackknight2																		rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 7	72	1	1	13	13	54	200	200	200	200	200	200	4500	2800	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1	25	255	255	255	0	0	1	0	2025	17	42	67	18	51	83	2200	2200	2200	4	5	6	7	8	9	1	0	6	bloodgolemmon	thornhulk2	sandraider4	goatman4	zombie4	zombie5	overlord2	blackknight2																			bloodgolemmon	thornhulk2	sandraider4	goatman4	zombie4	zombie5	overlord2	blackknight2																		bloodgolemmon	thornhulk2	sandraider4	goatman4	zombie4	zombie5	overlord2	blackknight2																		rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Duriel's Lair	73	1	1	13	13	55	32	47	32	47	32	47	4500	3100	0	2	0	0	1	1	1	1	0	1	2	17	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	1	1	0	2025	17	42	67	18	51	83	2200	2200	2200	4	5	6	7	8	9	1	0	6	bloodgolemmon	mummy4	sandraider4	goatman2	zombie4	zombie5	overlord2	blackknight2																			bloodgolemmon	mummy4	sandraider4	goatman2	zombie4	zombie5	overlord2	blackknight2																		bloodgolemmon	mummy4	sandraider4	goatman2	zombie4	zombie5	overlord2	blackknight2																		rat	bat	scorpion	larva	30	30	20	100					0	21	255	Duriel's Lair	To Duriel's Lair	A2L40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 2 - Arcane	74	1	1	11	11	56	200	200	200	200	200	200	5000	1000	0	1	0	0	1	1	1	1	0	1	1	19	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	128	50	50	255	1	1	1	11	3800	14	39	64	15	50	82	990	990	990	4	5	6	7	8	9	1	0	6	bloodgolemmon	goatman4	goatlord4	clawviper5	unraveler4	slinger6	overlord2	blackknight2																			bloodgolemmon	goatman4	goatlord4	clawviper5	unraveler4	slinger6	overlord2	blackknight2																		bloodgolemmon	goatman4	goatlord4	clawviper5	unraveler4	slinger6	overlord2	blackknight2																														0	22	16	Arcane Sanctuary	To The Arcane Sanctuary	A2L41	53	75	0	0	0	0	0	0	75	75	0	0	0	0	0	0	0
Act 3 - Town	75	2	2			57	64	48	64	48	64	48	1000	1000	0	1	1	1	0	0	1	1	0	0	2	20	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	50	0	255	0	0	1	0	0	2025	0	25	50				0	0	0							0	0																																																																																										0	23	18	Kurast Docktown	To The Kurast Docktown	A3L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 3 - Jungle 1	76	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	88	85	0	0	0	0	0	0	51	51	-1	-1	-1	-1	-1	-1	50	0	255	0	0	0	1	0	2025	21	46	71	22	51	82	650	650	650	5	6	7	8	9	10	1	5	6	thornhulk2	vulture4	arach4	zealot2	swarm4	mosquito2																					thornhulk2	vulture4	arach4	zealot2	swarm4	mosquito2																				thornhulk2	vulture4	arach4	zealot2	swarm4	mosquito2																				snake	parrot			30	30							0	24	19	Spider Forest	To The Spider Forest	A3L2	31	43	40	52	69	0	0	0	50	15	45	35	30	0	0	0	0
Act 3 - Jungle 2	77	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	50	0	255	0	0	0	1	0	2025	21	46	71	44	68	90	1400	1400	1400	8	9	10	11	12	13	1	5	5	duriel_clone	dozaemon	deathstinger	livingmaul	blacksoul																						duriel_clone	dozaemon	deathstinger	livingmaul	blacksoul																					duriel_clone	dozaemon	deathstinger	livingmaul	blacksoul																					snake	parrot			30	30							0	24	20	Great Marsh	To The Great Marsh	A3L3	31	43	40	52	69	0	0	0	50	15	45	35	30	0	0	0	0
Act 3 - Jungle 3	78	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	92	88	0	0	0	0	0	0	53	54	-1	-1	-1	-1	-1	-1	50	0	255	0	0	0	1	0	2025	22	47	72	23	52	83	650	650	650	5	6	7	8	9	10	1	5	6	bonefetish3	bonefetish5	fetishshaman3	fetishshaman5	fetishshaman4	fetish3																					bonefetish3	bonefetish5	fetishshaman3	fetishshaman5	fetishshaman4	fetish3																				bonefetish3	bonefetish5	fetishshaman3	fetishshaman5	fetishshaman4	fetish3																				snake	parrot			30	30							0	24	21	Flayer Jungle	To The Flayer Jungle	A3L4	31	43	40	52	43	69	0	0	50	15	45	35	50	25	0	0	0
Act 3 - Kurast 1	79	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	40	25	255	25	0	0	1	0	2025	22	47	72	23	54	83	325	325	325	5	6	7	8	9	10	1	0	6	mummy5	thornhulk3	frogdemon1	blunderbore3	batdemon3	frogdemon3																					mummy5	thornhulk3	frogdemon1	blunderbore3	batdemon3	frogdemon3																				mummy5	thornhulk3	frogdemon1	blunderbore3	batdemon3	frogdemon3																				snake	parrot			30	30							0	25	22	Lower Kurast	To Lower Kurast	A3L5	31	76	40	42	43	69	0	0	33	15	35	40	40	15	0	0	0
Act 3 - Kurast 2	80	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	90	92	86	95	0	0	0	0	57	57	61	61	-1	-1	-1	-1	40	25	255	25	0	0	1	0	2025	22	47	72	23	54	84	325	325	325	5	6	7	8	9	10	1	0	6	fetish5	arach5	baboon4	baboon5	fetishblow4	mosquito4																					fetish5	arach5	baboon4	baboon5	fetishblow4	mosquito4																				fetish5	arach5	baboon4	baboon5	fetishblow4	mosquito4																				snake	parrot			30	30							0	25	23	Kurast Bazaar	To The Kurast Bazaar	A3L6	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Kurast 3	81	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	89	92	96	97	0	0	0	0	57	57	61	61	-1	-1	-1	-1	40	25	255	25	0	0	1	0	2025	23	48	73	24	54	84	325	325	325	5	6	7	8	9	10	1	0	6	willowisp3	vampire2	vulture3	thornhulk4	fetish4	bonefetish4	corruptrogue5																				willowisp3	vampire2	vulture3	thornhulk4	fetish4	bonefetish4	corruptrogue5																			willowisp3	vampire2	vulture3	thornhulk4	fetish4	bonefetish4	corruptrogue5																			snake	parrot			30	30							0	25	24	Upper Kurast	To Upper Kurast	A3L7	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Kurast 4	82	2	2			57	48	16	48	16	48	16	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	0	0	87	99	0	0	0	0	-1	-1	61	61	-1	-1	-1	-1	40	25	255	25	0	0	1	0	2025	24	49	74	25	55	84	325	325	325	5	6	7	8	9	10	1	0	6	vampire4	zealot1	cantor2	cantor3	irongolemmon	batdemon4																					vampire4	zealot1	cantor2	cantor3	irongolemmon	batdemon4																				vampire4	zealot1	cantor2	cantor3	irongolemmon	batdemon4																				snake	parrot			30	30							0	25	255	Kurast Causeway	To The Kurast Causeway	A3L8	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Travincal	83	2	2			57	64	64	64	64	64	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	100	0	0	0	0	0	0	0	64	-1	-1	-1	-1	-1	-1	-1	40	25	255	25	0	0	1	0	2025	24	49	74	25	56	85	325	325	325	4	5	6	7	8	9	1	0	6	vampire3	zealot3	baboon6	cantor4	irongolemmon	batdemon4																					vampire3	zealot3	baboon6	cantor4	irongolemmon	batdemon4																				vampire3	zealot3	baboon6	cantor4	irongolemmon	batdemon4																				snake	parrot			30	30							0	25	25	Travincal	To Travincal	A3L9	31	61	40	42	69	62	0	0	33	25	50	33	33	35	0	0	0
Act 3 - Spider 1	84	2	2			58	200	200	200	200	200	200	1500	1000	0	1	0	0	0	1	1	1	0	1	1	23	-1	-1	-1	-1	0	87	0	0	0	0	0	0	-1	52	-1	-1	-1	-1	-1	-1	30	255	81	255	0	0	1	0	2025	21	46	71	44	68	87	1600	1600	1600	8	9	10	11	12	13	1	0	6	hephasto_clone	darkharpie	sorrowsummoner	succubus6																							hephasto_clone	darkharpie	sorrowsummoner	succubus6																						hephasto_clone	darkharpie	sorrowsummoner	succubus6																						minispider				30								0	29	255	Spider Cave	To The Spider Cave	A3L10	0	2	68	62	0	0	0	0	35	35	35	35	0	0	0	0	0
Act 3 - Spider 2	85	2	2			59	200	200	200	200	200	200	1500	1300	0	1	0	0	0	1	1	1	0	1	1	23	-1	-1	-1	-1	0	76	0	0	0	0	0	0	-1	52	-1	-1	-1	-1	-1	-1	30	255	81	255	0	0	1	0	2025	21	46	71	22	52	82	700	700	700	4	5	6	7	8	9	1	0	6	willowisp2	scarab5	arach4	sandleaper4	arach3	sandmaggot5																					willowisp2	scarab5	arach4	sandleaper4	arach3	sandmaggot5																				willowisp2	scarab5	arach4	sandleaper4	arach3	sandmaggot5																				minispider				30								0	29	255	Spider Cavern	To The Spider Cavern	A3L11	0	2	68	62	0	0	0	0	35	35	35	35	0	0	0	0	0
Act 3 - Dungeon 1 A	86	2	2			60	200	200	200	200	200	200	2000	1000	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	94	80	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	46	71	44	68	87	1400	1400	1400	8	9	10	11	12	13	1	0	5	sarinasmaiden	trollgreen	milkmaiden	darksuccubus	mindsucker																						sarinasmaiden	trollgreen	milkmaiden	darksuccubus	mindsucker																					sarinasmaiden	trollgreen	milkmaiden	darksuccubus	mindsucker																					rat				30								0	27	255	Swampy Pit Level 1	To The Swampy Pit Level 1	A3L12	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 1 B	87	2	2			61	200	200	200	200	200	200	2000	1300	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	84	82	0	0	0	0	0	0	55	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	46	71	44	68	87	1600	1600	1600	8	9	10	11	12	13	1	0	7	hephasto_clone	darkharpie	sorrowsummoner	succubus6																							hephasto_clone	darkharpie	sorrowsummoner	succubus6																						hephasto_clone	darkharpie	sorrowsummoner	succubus6																						rat				30								0	27	255	Swampy Pit Level 2	To The Swampy Pit Level 2	A3L13	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 2 A	88	2	2			62	200	200	200	200	200	200	2000	1600	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	76	78	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	72	23	53	84	1050	1050	1050	4	5	6	7	8	9	1	0	6	fetish5	bonefetish5	fetishshaman3	fetishshaman5	fetishshaman4	fetish3																					fetish5	bonefetish5	fetishshaman3	fetishshaman5	fetishshaman4	fetish3																				fetish5	bonefetish5	fetishshaman3	fetishshaman5	fetishshaman4	fetish3																				rat				30								0	27	255	Flayer Dungeon Level 1	To The Flayer Dungeon Level 1	A3L14	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 2 B	89	2	2			63	200	200	200	200	200	200	2000	1900	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	91	81	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	22	47	72	23	53	85	1050	1050	1050	4	5	6	7	8	9	1	0	6	bonefetish3	bonefetish5	fetishshaman3	fetishshaman5	fetishblow4	fetish3																					bonefetish3	bonefetish5	fetishshaman3	fetishshaman5	fetishblow4	fetish3																				bonefetish3	bonefetish5	fetishshaman3	fetishshaman5	fetishblow4	fetish3																				rat				30								0	27	255	Flayer Dungeon Level 2	To The Flayer Dungeon Level 2	A3L15	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 1 Treasure	90	2	2			64	40	40	40	40	40	40	2000	2200	0	1	0	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	80	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	21	46	71	22	53	85	1050	1050	1050	4	5	6	7	8	9	1	0	6	willowisp2	arach5	baboon4	baboon3	swarm4	mosquito2																					willowisp2	arach5	baboon4	baboon3	swarm4	mosquito2																				willowisp2	arach5	baboon4	baboon3	swarm4	mosquito2																				rat				30								0	27	255	Swampy Pit Level 3	To The Swampy Pit Level 3	A3L16	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
