Hireling	SubType	Version	Id	Class	Act	Difficulty	Level	Seller	NameFirst	NameLast	Gold	Exp/Lvl	HP	HP/Lvl	Defense	Def/Lvl	Str	Str/Lvl	Dex	Dex/Lvl	AR	AR/Lvl	Share	Dmg-Min	Dmg-Max	Dmg/Lvl	Resist	Resist/Lvl	WType1	WType2	HireDesc	DefaultChance	Skill1	Mode1	Chance1	ChancePerLvl1	Level1	LvlPerLvl1	Skill2	Mode2	Chance2	ChancePerLvl2	Level2	LvlPerLvl2	Skill3	Mode3	Chance3	ChancePerLvl3	Level3	LvlPerLvl3	Skill4	Mode4	Chance4	ChancePerLvl4	Level4	LvlPerLvl4	Skill5	Mode5	Chance5	ChancePerLvl5	Level5	LvlPerLvl5	Skill6	Mode6	Chance6	ChancePerLvl6	Level6	LvlPerLvl6	Head	Torso	Weapon	Shield
Eastern Sorceror	Fire-Nightmare	0	18	359	3	2	85	252	merca222	merca241	9500	65	1490	42	1320	22	154	14	160	16	1200	36	300000	60	66	10	150	5	swor	shie	fire	10	Resist Fire	1	10	0	14	6	Shock Wave	7	30	0	28	12	Fire Ball	7	50	0	32	12	SEruption	7	50	0	28	12	Nova	7	50	0	32	14	Twister	7	50	0	32	14	2	2	2	1
Eastern Sorceror	Cold-Nightmare	0	19	359	3	2	55	252	merca222	merca241	12000	65	650	28	720	20	102	14	100	16	480	24	300000	28	33	8	105	6	swor	shie	cold	10	Resist Cold	1	10	0	9	6	Tornado	7	75	0	27	14	Glacial Spike	7	75	0	17	8	Frost Nova	7	35	0	13	12	Hurricane	7	10	0	6	6	Frozen Orb	7	35	0	11	10	2	2	2	1
Eastern Sorceror	Cold-Nightmare	0	19	359	3	2	85	252	merca222	merca241	12000	65	1490	42	1320	22	154	14	160	16	1200	36	300000	60	66	10	150	5	swor	shie	cold	10	Resist Cold	1	10	0	14	6	Tornado	7	50	0	40	14	Glacial Spike	7	50	0	24	8	Frost Nova	7	60	0	24	12	Hurricane	7	10	0	11	6	Frozen Orb	7	60	0	20	10	2	2	2	1
Eastern Sorceror	Ltng-Nightmare	0	20	359	3	2	55	252	merca222	merca241	10000	65	650	28	720	20	102	14	100	16	480	24	300000	28	33	8	105	6	swor	shie	ltng	10	Resist Lightning	1	10	0	9	6	Static Field	7	40	0	13	8	Chain Lightning	7	90	0	21	12	Hydra	7	30	0	19	14	Bone Spirit	7	40	0	23	14	Time Stop	7	30	0	10	8	2	2	2	1
Eastern Sorceror	Ltng-Nightmare	0	20	359	3	2	85	252	merca222	merca241	10000	65	1490	42	1320	22	154	14	160	16	1200	36	300000	60	66	10	150	5	swor	shie	ltng	10	Resist Lightning	1	10	0	14	6	Static Field	7	50	0	20	8	Chain Lightning	7	60	0	32	12	Hydra	7	30	0	32	14	Bone Spirit	7	50	0	36	14	Time Stop	7	40	0	17	8	2	2	2	1
Eastern Sorceror	Fire-Hell	0	21	359	3	3	85	252	merca222	merca241	21000	65	1490	42	1320	22	154	14	160	16	1200	36	300000	60	66	10	150	5	swor	shie	fire	10	Resist Fire	1	10	0	14	6	Shock Wave	7	30	0	28	12	Fire Ball	7	50	0	32	12	SEruption	7	50	0	28	12	Nova	7	50	0	32	14	Twister	7	50	0	32	14	2	2	2	1
Eastern Sorceror	Cold-Hell	0	22	359	3	3	85	252	merca222	merca241	27000	65	1490	42	1320	22	154	14	160	16	1200	36	300000	60	66	10	150	5	swor	shie	cold	10	Resist Cold	1	10	0	14	6	Tornado	7	50	0	40	14	Glacial Spike	7	50	0	24	8	Frost Nova	7	60	0	24	12	Hurricane	7	10	0	11	6	Frozen Orb	7	60	0	20	10	2	2	2	1
Eastern Sorceror	Ltng-Hell	0	23	359	3	3	85	252	merca222	merca241	21000	65	1490	42	1320	22	154	14	160	16	1200	36	300000	60	66	10	150	5	swor	shie	ltng	10	Resist Lightning	1	10	0	14	6	Static Field	7	50	0	20	8	Chain Lightning	7	60	0	32	12	Hydra	7	30	0	32	14	Bone Spirit	7	50	0	36	14	Time Stop	7	40	0	17	8	2	2	2	1
Incinerator	Fire-Normal	100	15	359	3	1	27	252	merca222	merca241	2500	65	230	12	300	28	75	12	50	16	120	12	300000	6	11	6	30	0	swor	shie	fire	0	Fire BallMerc	7	90	0	4	10	Resist FireMerc	1	100	0	7	0	MeteorMerc	7	15	0	4	10	BattleMageMerc	1	0	0	1	0	Burnt OfferingMerc	7	10	0	1	8							2	2	2	1
Incinerator	Fire-Normal	100	15	359	3	1	60	252	merca222	merca241	2500	65	900	12	1056	28	125	12	112	16	480	24	300000	28	33	8	80	0	swor	shie	fire	0	Fire BallMerc	7	90	0	11	10	Resist FireMerc	1	100	0	13	0	MeteorMerc	7	15	0	10	10	BattleMageMerc	1	0	0	7	0	Burnt OfferingMerc	7	10	0	3	8							2	2	2	1
Incinerator	Fire-Normal	100	15	359	3	1	85	252	merca222	merca241	2500	65	1450	12	1750	28	185	12	155	16	1200	36	300000	60	66	10	140	0	swor	shie	fire	0	Fire BallMerc	7	90	0	18	10	Resist FireMerc	1	100	0	18	0	MeteorMerc	7	15	0	17	10	BattleMageMerc	1	0	0	18	0	Burnt OfferingMerc	7	10	0	10	8							2	2	2	1
Suppresser	Cold-Normal	100	16	359	3	1	27	252	merca222	merca241	2500	65	230	12	300	28	75	12	50	16	120	12	300000	6	11	6	30	0	swor	shie	cold	0	Glacial SpikeMerc	7	90	0	4	10	Resist ColdMerc	1	100	0	7	0	Ice FallMerc	7	15	0	4	10	BattleMageMerc	1	0	0	1	0	Ice ClustersMerc	7	10	0	1	8							2	2	2	1
Suppresser	Cold-Normal	100	16	359	3	1	60	252	merca222	merca241	2500	65	900	12	1056	28	125	12	112	16	480	24	300000	28	33	8	80	0	swor	shie	cold	0	Glacial SpikeMerc	7	90	0	11	10	Resist ColdMerc	1	100	0	13	0	Ice FallMerc	7	15	0	10	10	BattleMageMerc	1	0	0	7	0	Ice ClustersMerc	7	10	0	3	8							2	2	2	1
Suppresser	Cold-Normal	100	16	359	3	1	85	252	merca222	merca241	2500	65	1450	12	1750	28	185	12	155	16	1200	36	300000	60	66	10	140	0	swor	shie	cold	0	Glacial SpikeMerc	7	90	0	18	10	Resist ColdMerc	1	100	0	18	0	Ice FallMerc	7	15	0	17	10	BattleMageMerc	1	0	0	18	0	Ice ClustersMerc	7	10	0	10	8							2	2	2	1
Storm Warrior	Ltng-Normal	100	17	359	3	1	27	252	merca222	merca241	2500	65	230	12	300	28	75	12	50	16	120	12	300000	6	11	6	30	0	swor	shie	ltng	0	Chain LightningMerc	7	90	0	4	10	Resist LightningMerc	1	100	0	7	0	ThunderingMerc	7	15	0	4	10	BattleMageMerc	1	0	0	1	0	Breath of TempestMerc	7	10	0	1	8							2	2	2	1
Storm Warrior	Ltng-Normal	100	17	359	3	1	60	252	merca222	merca241	2500	65	900	12	1056	28	125	12	112	16	480	24	300000	28	33	8	80	0	swor	shie	ltng	0	Chain LightningMerc	7	90	0	11	10	Resist LightningMerc	1	100	0	13	0	ThunderingMerc	7	15	0	10	10	BattleMageMerc	1	0	0	7	0	Breath of TempestMerc	7	10	0	3	8							2	2	2	1
Storm Warrior	Ltng-Normal	100	17	359	3	1	85	252	merca222	merca241	2500	65	1450	12	1750	28	185	12	155	16	1200	36	300000	60	66	10	140	0	swor	shie	ltng	0	Chain LightningMerc	7	90	0	18	10	Resist LightningMerc	1	100	0	18	0	ThunderingMerc	7	15	0	17	10	BattleMageMerc	1	0	0	18	0	Breath of TempestMerc	7	10	0	10	8							2	2	2	1
Incinerator	Fire-Nightmare	100	18	359	3	2	60	252	merca222	merca241	9500	65	900	12	1056	28	125	12	112	16	480	24	300000	28	33	8	80	0	swor	shie	fire	0	Fire BallMerc	7	90	0	11	10	Resist FireMerc	1	100	0	13	0	MeteorMerc	7	15	0	10	10	BattleMageMerc	1	0	0	7	0	Burnt OfferingMerc	7	10	0	3	8							2	2	2	1
Incinerator	Fire-Nightmare	100	18	359	3	2	85	252	merca222	merca241	9500	65	1450	12	1750	28	185	12	155	16	1200	36	300000	60	66	10	140	0	swor	shie	fire	0	Fire BallMerc	7	90	0	18	10	Resist FireMerc	1	100	0	18	0	MeteorMerc	7	15	0	17	10	BattleMageMerc	1	0	0	18	0	Burnt OfferingMerc	7	10	0	10	8							2	2	2	1
Suppresser	Cold-Nightmare	100	19	359	3	2	60	252	merca222	merca241	12000	65	900	12	1056	28	125	12	112	16	480	24	300000	28	33	8	80	0	swor	shie	cold	0	Glacial SpikeMerc	7	90	0	11	10	Resist ColdMerc	1	100	0	13	0	Ice FallMerc	7	15	0	10	10	BattleMageMerc	1	0	0	7	0	Ice ClustersMerc	7	10	0	3	8							2	2	2	1
Suppresser	Cold-Nightmare	100	19	359	3	2	85	252	merca222	merca241	12000	65	1450	12	1750	28	185	12	155	16	1200	36	300000	60	66	10	140	0	swor	shie	cold	0	Glacial SpikeMerc	7	90	0	18	10	Resist ColdMerc	1	100	0	18	0	Ice FallMerc	7	15	0	17	10	BattleMageMerc	1	0	0	18	0	Ice ClustersMerc	7	10	0	10	8							2	2	2	1
Storm Warrior	Ltng-Nightmare	100	20	359	3	2	60	252	merca222	merca241	10000	65	900	12	1056	28	125	12	112	16	480	24	300000	28	33	8	80	0	swor	shie	ltng	0	Chain LightningMerc	7	90	0	11	10	Resist LightningMerc	1	100	0	13	0	ThunderingMerc	7	15	0	10	10	BattleMageMerc	1	0	0	7	0	Breath of TempestMerc	7	10	0	3	8							2	2	2	1
Storm Warrior	Ltng-Nightmare	100	20	359	3	2	85	252	merca222	merca241	10000	65	1450	12	1750	28	185	12	155	16	1200	36	300000	60	66	10	140	0	swor	shie	ltng	0	Chain LightningMerc	7	90	0	18	10	Resist LightningMerc	1	100	0	18	0	ThunderingMerc	7	15	0	17	10	BattleMageMerc	1	0	0	18	0	Breath of TempestMerc	7	10	0	10	8							2	2	2	1
Incinerator	Fire-Hell	100	21	359	3	3	85	252	merca222	merca241	14000	65	1450	12	1750	28	185	12	155	16	1200	36	300000	60	66	10	140	0	swor	shie	fire	0	Fire BallMerc	7	90	0	18	10	Resist FireMerc	1	100	0	18	0	MeteorMerc	7	15	0	17	10	BattleMageMerc	1	0	0	18	0	Burnt OfferingMerc	7	10	0	10	8							2	2	2	1
Suppresser	Cold-Hell	100	22	359	3	3	85	252	merca222	merca241	14000	65	1450	12	1750	28	185	12	155	16	1200	36	300000	60	66	10	140	0	swor	shie	cold	0	Glacial SpikeMerc	7	90	0	18	10	Resist ColdMerc	1	100	0	18	0	Ice FallMerc	7	15	0	17	10	BattleMageMerc	1	0	0	18	0	Ice ClustersMerc	7	10	0	10	8							2	2	2	1
Storm Warrior	Ltng-Hell	100	23	359	3	3	85	252	merca222	merca241	14000	65	1450	12	1750	28	185	12	155	16	1200	36	300000	60	66	10	140	0	swor	shie	ltng	0	Chain LightningMerc	7	90	0	18	10	Resist LightningMerc	1	100	0	18	0	ThunderingMerc	7	15	0	17	10	BattleMageMerc	1	0	0	18	0	Breath of TempestMerc	7	10	0	10	8							2	2	2	1
Barbarian	1hs-Normal	0	24	561	5	1	30	515	MercX101	MercX167	9000	65	260	18	230	26	88	18	62	12	175	15	300000	10	18	8	77	6	swor		def	140	Stun	5	25	0	8	14	Concentrate	5	25	0	4	10	Battle Orders	4	20	0	1	6	Shout	4	20	0	1	6	Battle Command	4	20	0	1	6							0	0	0	0
Barbarian	1hs-Normal	0	24	561	5	1	65	515	MercX101	MercX167	9000	65	890	36	1140	28	167	18	115	12	700	30	300000	45	53	10	130	5	swor		def	105	Stun	5	50	0	21	14	Concentrate	5	50	0	13	10	Battle Orders	4	15	0	7	6	Shout	4	15	0	7	6	Battle Command	4	15	0	7	6							0	0	0	0
Barbarian	1hs-Normal	0	24	561	5	1	85	515	MercX101	MercX167	9000	65	1610	54	1700	30	212	18	145	12	1300	45	300000	70	78	12	155	5	swor		def	70	Stun	5	75	0	29	14	Concentrate	5	75	0	19	10	Battle Orders	4	10	0	10	6	Shout	4	10	0	10	6	Battle Command	4	10	0	10	6							0	0	0	0
Barbarian	1hs-Normal	0	25	561	5	1	30	515	MercX101	MercX167	9000	65	260	18	230	26	88	18	62	12	175	15	300000	10	18	8	77	6	swor		off	130	Bash	5	25	0	8	14	Concentrate	5	25	0	4	10	Elemental Mastery	4	25	0	8	8	War Cry	4	25	0	8	8	Battle Command	4	20	0	1	6							0	0	0	0
Barbarian	1hs-Normal	0	25	561	5	1	65	515	MercX101	MercX167	9000	65	890	36	1140	28	167	18	115	12	700	30	300000	45	53	10	130	5	swor		off	80	Bash	5	50	0	21	14	Concentrate	5	50	0	13	10	Elemental Mastery	4	25	0	15	8	War Cry	4	25	0	15	8	Battle Command	4	15	0	7	6							0	0	0	0
Barbarian	1hs-Normal	0	25	561	5	1	85	515	MercX101	MercX167	9000	65	1610	54	1700	30	212	18	145	12	1300	45	300000	70	78	12	155	5	swor		off	30	Bash	5	75	0	29	14	Concentrate	5	75	0	19	10	Elemental Mastery	4	25	0	20	8	War Cry	4	25	0	20	8	Battle Command	4	10	0	10	6							0	0	0	0
Barbarian	1hs-Nightmare	0	26	561	5	2	65	515	MercX101	MercX167	18000	65	890	36	1140	28	167	18	115	12	700	30	300000	45	53	10	130	5	swor		def	105	Stun	5	50	0	21	14	Concentrate	5	50	0	13	10	Battle Orders	4	15	0	7	6	Shout	4	15	0	7	6	Battle Command	4	15	0	7	6							0	0	0	0
Barbarian	1hs-Nightmare	0	26	561	5	2	85	515	MercX101	MercX167	18000	65	1610	54	1700	30	212	18	145	12	1300	45	300000	70	78	12	155	5	swor		def	70	Stun	5	75	0	29	14	Concentrate	5	75	0	19	10	Battle Orders	4	10	0	10	6	Shout	4	10	0	10	6	Battle Command	4	10	0	10	6							0	0	0	0
Barbarian	1hs-Nightmare	0	27	561	5	2	65	515	MercX101	MercX167	18000	65	890	36	1140	28	167	18	115	12	700	30	300000	45	53	10	130	5	swor		off	80	Bash	5	50	0	21	14	Concentrate	5	50	0	13	10	Elemental Mastery	4	25	0	15	8	War Cry	4	25	0	15	8	Battle Command	4	15	0	7	6							0	0	0	0
Barbarian	1hs-Nightmare	0	27	561	5	2	85	515	MercX101	MercX167	18000	65	1610	54	1700	30	212	18	145	12	1300	45	300000	70	78	12	155	5	swor		off	30	Bash	5	75	0	29	14	Concentrate	5	75	0	19	10	Elemental Mastery	4	25	0	20	8	War Cry	4	25	0	20	8	Battle Command	4	10	0	10	6							0	0	0	0
Barbarian	1hs-Hell	0	28	561	5	3	85	515	MercX101	MercX167	32000	65	1610	54	1700	30	212	18	145	12	1300	45	300000	70	78	12	155	5	swor		def	70	Stun	5	75	0	29	14	Concentrate	5	75	0	19	10	Battle Orders	4	10	0	10	6	Shout	4	10	0	10	6	Battle Command	4	10	0	10	6							0	0	0	0
Barbarian	1hs-Hell	0	29	561	5	3	85	515	MercX101	MercX167	32000	65	1610	54	1700	30	212	18	145	12	1300	45	300000	70	78	12	155	5	swor		off	30	Bash	5	75	0	29	14	Concentrate	5	75	0	19	10	Elemental Mastery	4	25	0	20	8	War Cry	4	25	0	20	8	Battle Command	4	10	0	10	6							0	0	0	0
Hitproof	1hs-Normal	100	24	561	5	1	30	515	MercX101	MercX167	4500	65	400	24	210	0	120	20	60	12	263	45	300000	8	13	3	30	0	swor		bard	80	RevitalizeMerc	5	65	0	6	10	CleansingMerc	1	100	0	9	0	War CryMerc	5	15	0	5	10	TemerityMerc	1	0	0	1	0	Rampant RunMerc	5	10	0	1	8							0	0	0	0
Hitproof	1hs-Normal	100	24	561	5	1	65	515	MercX101	MercX167	4500	65	1190	24	380	0	200	20	110	12	1050	45	300000	37	56	3	80	0	swor		bard	80	RevitalizeMerc	5	65	0	12	10	CleansingMerc	1	100	0	14	0	War CryMerc	5	15	0	12	10	TemerityMerc	1	0	0	7	0	Rampant RunMerc	5	10	0	5	8							0	0	0	0
Hitproof	1hs-Normal	100	24	561	5	1	85	515	MercX101	MercX167	4500	65	1900	24	500	0	290	20	140	12	1950	45	300000	113	161	3	140	0	swor		bard	80	RevitalizeMerc	5	65	0	18	10	CleansingMerc	1	100	0	18	0	War CryMerc	5	15	0	20	10	TemerityMerc	1	0	0	18	0	Rampant RunMerc	5	10	0	10	8							0	0	0	0
Demolisher	1hs-Normal	100	25	561	5	1	30	515	MercX101	MercX167	4500	65	260	24	210	0	120	20	60	12	263	45	300000	9	14	4	30	0	swor		baro	80	Spirits of HatredMerc	5	65	0	6	10	Bear GrowlingMerc	1	100	0	9	0	VortexOfSoulsMerc	5	15	0	4	10	TemerityMerc	1	0	0	1	0	Blade ShieldMerc	4	10	0	1	8							0	0	0	0
Demolisher	1hs-Normal	100	25	561	5	1	65	515	MercX101	MercX167	4500	65	890	24	380	0	200	20	110	12	1050	45	300000	42	64	4	80	0	swor		baro	80	Spirits of HatredMerc	5	65	0	12	10	Bear GrowlingMerc	1	100	0	14	0	VortexOfSoulsMerc	5	15	0	10	10	TemerityMerc	1	0	0	7	0	Blade ShieldMerc	4	10	0	5	8							0	0	0	0
Demolisher	1hs-Normal	100	25	561	5	1	85	515	MercX101	MercX167	4500	65	1610	24	500	0	290	20	140	12	1950	45	300000	127	182	4	140	0	swor		baro	80	Spirits of HatredMerc	5	65	0	18	10	Bear GrowlingMerc	1	100	0	18	0	VortexOfSoulsMerc	5	15	0	20	10	TemerityMerc	1	0	0	18	0	Blade ShieldMerc	4	10	0	10	8							0	0	0	0
Hitproof	1hs-Nightmare	100	26	561	5	2	65	515	MercX101	MercX167	9000	65	1190	24	380	0	200	20	110	12	1050	45	300000	37	56	3	80	0	swor		bard	80	RevitalizeMerc	5	65	0	12	10	CleansingMerc	1	100	0	14	0	War CryMerc	5	15	0	10	10	TemerityMerc	1	0	0	7	0	Rampant RunMerc	5	10	0	5	8							0	0	0	0
Hitproof	1hs-Nightmare	100	26	561	5	2	85	515	MercX101	MercX167	9000	65	1900	24	500	0	290	20	140	12	1950	45	300000	113	161	3	140	0	swor		bard	80	RevitalizeMerc	5	65	0	18	10	CleansingMerc	1	100	0	18	0	War CryMerc	5	15	0	20	10	TemerityMerc	1	0	0	18	0	Rampant RunMerc	5	10	0	10	8							0	0	0	0
Demolisher	1hs-Nightmare	100	27	561	5	2	65	515	MercX101	MercX167	9000	65	890	24	380	0	200	20	110	12	1050	45	300000	42	64	4	80	0	swor		baro	80	Spirits of HatredMerc	5	65	0	12	10	Bear GrowlingMerc	1	100	0	14	0	VortexOfSoulsMerc	5	15	0	10	10	TemerityMerc	1	0	0	7	0	Blade ShieldMerc	4	10	0	5	8							0	0	0	0
Demolisher	1hs-Nightmare	100	27	561	5	2	85	515	MercX101	MercX167	9000	65	1610	24	500	0	290	20	140	12	1950	45	300000	127	182	4	140	0	swor		baro	80	Spirits of HatredMerc	5	65	0	18	10	Bear GrowlingMerc	1	100	0	18	0	VortexOfSoulsMerc	5	15	0	20	10	TemerityMerc	1	0	0	18	0	Blade ShieldMerc	4	10	0	10	8							0	0	0	0
Hitproof	1hs-Hell	100	28	561	5	3	85	515	MercX101	MercX167	14000	65	1900	24	500	0	290	20	140	12	1950	45	300000	113	161	3	140	0	swor		bard	80	RevitalizeMerc	5	65	0	18	10	CleansingMerc	1	100	0	18	0	War CryMerc	5	15	0	20	10	TemerityMerc	1	0	0	18	0	Rampant RunMerc	5	10	0	10	8							0	0	0	0
Demolisher	1hs-Hell	100	29	561	5	3	85	515	MercX101	MercX167	14000	65	1610	24	500	0	290	20	140	12	1950	45	300000	127	182	4	140	0	swor		baro	80	Spirits of HatredMerc	5	65	0	18	10	Bear GrowlingMerc	1	100	0	18	0	VortexOfSoulsMerc	5	15	0	20	10	TemerityMerc	1	0	0	18	0	Blade ShieldMerc	4	10	0	10	8							0	0	0	0
