name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	auto prefix	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	PermStoreItem	multibuy	Nameable	*eol
UnID Scroll 6	UnID Scroll 6		0	0	10	0	2	1	0	1	10000		06b	06b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 7	UnID Scroll 7		0	0	12	0	2	1	0	1	10000		07b	07b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 8	UnID Scroll 8		0	0	13	0	2	1	0	1	10000		08b	08b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 9	UnID Scroll 9		0	0	14	0	2	1	0	1	10000		09b	09b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 10	UnID Scroll 10		0	0	15	0	2	1	0	1	10000		10b	10b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 11	UnID Scroll 11		0	0	16	0	3	1	0	1	10000		11b	11b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 12	UnID Scroll 12		0	0	17	0	3	1	0	1	10000		12b	12b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 13	UnID Scroll 13		0	0	19	0	3	1	0	1	10000		13b	13b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 14	UnID Scroll 14		0	0	20	0	3	1	0	1	10000		14b	14b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 15	UnID Scroll 15		0	0	21	0	3	1	0	1	10000		15b	15b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 16	UnID Scroll 16		0	0	22	0	4	1	0	1	10000		16b	16b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 17	UnID Scroll 17		0	0	23	0	4	1	0	1	10000		17b	17b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 18	UnID Scroll 18		0	0	25	0	4	1	0	1	10000		18b	18b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 19	UnID Scroll 19		0	0	26	0	4	1	0	1	10000		19b	19b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 20	UnID Scroll 20		0	0	27	0	4	1	0	1	10000		20b	20b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 21	UnID Scroll 21		0	0	28	0	5	1	0	1	10000		21b	21b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 22	UnID Scroll 22		0	0	29	0	5	1	0	1	10000		22b	22b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 23	UnID Scroll 23		0	0	31	0	5	1	0	1	10000		23b	23b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 24	UnID Scroll 24		0	0	32	0	5	1	0	1	10000		24b	24b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 25	UnID Scroll 25		0	0	33	0	5	1	0	1	10000		25b	25b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 26	UnID Scroll 26		0	0	34	0	6	1	0	1	10000		26b	26b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 27	UnID Scroll 27		0	0	35	0	6	1	0	1	10000		27b	27b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 28	UnID Scroll 28		0	0	37	0	6	1	0	1	10000		28b	28b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 29	UnID Scroll 29		0	0	38	0	6	1	0	1	10000		29b	29b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 30	UnID Scroll 30		0	0	39	0	6	1	0	1	10000		30b	30b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 31	UnID Scroll 31		0	0	40	0	7	1	0	1	10000		31b	31b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 32	UnID Scroll 32		0	0	41	0	7	1	0	1	10000		32b	32b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 33	UnID Scroll 33		0	0	43	0	7	1	0	1	10000		33b	33b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 34	UnID Scroll 34		0	0	44	0	7	1	0	1	10000		34b	34b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 35	UnID Scroll 35		0	0	45	0	7	1	0	1	10000		35b	35b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 36	UnID Scroll 36		0	0	46	0	8	1	0	1	10000		36b	36b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 37	UnID Scroll 37		0	0	47	0	8	1	0	1	10000		37b	37b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 38	UnID Scroll 38		0	0	49	0	8	1	0	1	10000		38b	38b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 39	UnID Scroll 39		0	0	50	0	8	1	0	1	10000		39b	39b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 40	UnID Scroll 40		0	0	51	0	8	1	0	1	10000		40b	40b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 41	UnID Scroll 41		0	0	52	0	9	1	0	1	10000		41b	41b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 42	UnID Scroll 42		0	0	53	0	9	1	0	1	10000		42b	42b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 43	UnID Scroll 43		0	0	55	0	9	1	0	1	10000		43b	43b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 44	UnID Scroll 44		0	0	56	0	9	1	0	1	10000		44b	44b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 45	UnID Scroll 45		0	0	57	0	9	1	0	1	10000		45b	45b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 46	UnID Scroll 46		0	0	58	0	10	1	0	1	10000		46b	46b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 47	UnID Scroll 47		0	0	59	0	10	1	0	1	10000		47b	47b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 48	UnID Scroll 48		0	0	61	0	10	1	0	1	10000		48b	48b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 49	UnID Scroll 49		0	0	62	0	10	1	0	1	10000		49b	49b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
UnID Scroll 50	UnID Scroll 50		0	0	63	0	10	1	0	1	10000		50b	50b	00a		16	1	1	0	0	0	flpscr	invscbs			0	xxx			0	0	scrl		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 1	Pelta Lunata		0	0	1	1	1	1	0	1	20000		01c	01c	01c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 2	War Bonnet		0	0	1	1	1	1	0	1	20000		02c	02c	02c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 3	The Hand of Broc		0	0	1	1	1	1	0	1	20000		03c	03c	03c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 4	Hotspur		0	0	1	1	1	1	0	1	20000		04c	04c	04c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 5	Greyform		0	0	1	1	1	1	0	1	20000		05c	05c	05c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 6	Lenyms Cord		0	0	1	1	1	1	0	1	20000		06c	06c	06c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 7	Umbral Disk		0	0	1	1	1	1	0	1	20000		07c	07c	07c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 8	Bloodfist		0	0	1	1	1	1	0	1	20000		08c	08c	08c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 9	Gorefoot		0	0	1	1	1	1	0	1	20000		09c	09c	09c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 10	Blinkbats Form		0	0	1	1	1	1	0	1	20000		10c	10c	10c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 11	Snakecord		0	0	1	1	1	1	0	1	20000		11c	11c	11c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 12	Stormguild		0	0	1	1	1	1	0	1	20000		12c	12c	12c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 13	The Centurion		0	0	1	1	1	1	0	1	20000		13c	13c	13c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 14	Coif of Glory		0	0	1	1	1	1	0	1	20000		14c	14c	14c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 15	Darkglow		0	0	1	1	1	1	0	1	20000		15c	15c	15c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 16	Tarnhelm		0	0	1	1	1	1	0	1	20000		16c	16c	16c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 17	Swordback Hold		0	0	1	1	1	1	0	1	20000		17c	17c	17c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 18	Chance Guards		0	0	1	1	1	1	0	1	20000		18c	18c	18c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 19	Treads of Cthon		0	0	1	1	1	1	0	1	20000		19c	19c	19c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 20	Hawkmail		0	0	1	1	1	1	0	1	20000		20c	20c	20c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 21	Twitchthroe		0	0	1	1	1	1	0	1	20000		21c	21c	21c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 22	Duskdeep		0	0	1	1	1	1	0	1	20000		22c	22c	22c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
Coupon nor Armor 23	Steelclash		0	0	1	1	1	1	0	1	20000		23c	23c	23c		16	1	1	0	0	0	flpscr	invcpn1			0	xxx			0	0	cpn1		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1												1	cpndesc2		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx				0
