overlay	Filename	version	Frames	Character	PreDraw	1ofN	Dir	Open	Beta	Xoffset	Yoffset	Height1	Height2	Height3	Height4	AnimRate	LoopWaitTime	Trans	InitRadius	Radius	Red	Green	Blue	NumDirections	LocalBlood
cyclonearmor1front	Expansion\CycloneArmorAFront	100	11	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
cyclonearmor1back	Expansion\CycloneArmorABack	100	11	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
cyclonearmor2front	Expansion\CycloneArmorBFront	100	11	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
cyclonearmor2back	Expansion\CycloneArmorBBack	100	11	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
cyclonearmor3front	Expansion\CycloneArmorCFront	100	11	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
cyclonearmor3back	Expansion\CycloneArmorCBack	100	11	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
cloaked	Expansion\CloakOfShadows	100	16	all	0	1	0	0	0	0	0	-46	-60	-74	-120	16	0	3	1	2	255	210	210	1	0
assassinfistimpact	Expansion\DeadlyFistHit	100	5	all	0	1	0	0	0	0	0	14	0	-14	-60	16	0	3	3	3	255	255	255	1	0
assassinfootimpact	Expansion\DeadlyFistHit	100	5	all	0	1	0	0	0	0	0	14	0	-14	-60	16	0	3	3	3	255	255	255	1	0
twisterfront	Expansion\TwisterFront	100	40	all	0	1	0	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
twisterback	Expansion\TwisterBack	100	40	all	1	1	0	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
bladeshield	Expansion\blade_shield	100	20	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
rabiesplague	Expansion\rabies	100	30	all	0	1	0	0	0	0	0	14	0	-14	-60	16	0	3	0	0	0	0	0	1	0
spawnedbirthflames	Expansion\SpawnedBirthFlames	100	8	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	1	3	255	0	0	1	0
spawnedflames	Expansion\SpawnedFlames	100	8	all	1	1	0	0	0	0	0	0	0	0	0	8	0	3	1	3	255	0	0	1	0
defense_curse	expansion\succcurseoverlay1	100	11	all	0	1	0	0	0	0	0	14	0	-14	-60	8	0	3	1	6	255	193	103	1	0
blood_mana	expansion\succcurseoverlay2	100	10	all	0	1	0	1	1	0	0	14	0	-14	-60	16	0	3	0	0	0	0	0	1	0
burning	Expansion\On_Fire	100	19	all	0	1	0	1	1	0	0	0	0	0	0	16	0	3	1	6	255	64	64	1	0
catapult_death_s	Expansion\catadeathoversouth	100	21	all	0	1	0	0	0	0	0	14	0	-14	-60	8	0	3	1	6	255	64	64	1	0
catapult_death_e	Expansion\catadeathovereast	100	21	all	0	1	0	0	0	0	0	14	0	-14	-60	8	0	3	1	6	255	64	64	1	0
ice_cage	expansion\icecage_neutral	100	1	Monster	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ice_cage_melt	expansion\icecage_melt	100	30	Monster	0	1	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	1	0
succubae_death	expansion\succ1deathoverlay	100	18	Monster	0	1	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	1	0
progressive_damage_1	expansion\MISSILE_A_A	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_damage_2	expansion\MISSILE_A_B	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_damage_3	expansion\MISSILE_A_C	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_steal_1	expansion\MISSILE_B_A	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_steal_2	expansion\MISSILE_B_B	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_steal_3	expansion\MISSILE_B_C	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_other_1	expansion\MISSILE_C_A	100	10	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_other_2	expansion\MISSILE_C_B	100	10	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_other_3	expansion\MISSILE_C_C	100	10	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_fire_1	expansion\MISSILE_RED_A	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_fire_2	expansion\MISSILE_RED_B	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_fire_3	expansion\MISSILE_RED_C	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_fire_2_attack	FireCast_for_Sorceress	100	14	all	0	1	0	0	0	0	0	0	0	0	0	32	0	3	0	0	0	0	0	1	0
progressive_fire_3_attack	FireCast2	100	16	all	0	1	0	0	0	0	0	0	0	0	0	32	0	3	0	0	0	0	0	1	0
progressive_cold_1	expansion\MISSILE_BLUE_A	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_cold_2	expansion\MISSILE_BLUE_B	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_cold_3	expansion\MISSILE_BLUE_C	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_cold_2_attack	IceCastNew01	100	15	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_cold_3_attack	IceCastNew02	100	15	all	0	1	0	0	0	0	0	0	0	0	0	32	0	3	0	0	0	0	0	1	0
progressive_lightning_1	expansion\MISSILE_WHITE_A	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_lightning_2	expansion\MISSILE_WHITE_B	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_lightning_3	expansion\MISSILE_WHITE_C	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_lightning_2_attack	expansion\skill_norotate	100	10	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
progressive_lightning_3_attack	expansion\skill_norotate	100	10	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
spirit_of_barbs	expansion\spirit_of_barbs	100	12	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
heart_of_wolverine	expansion\Heart_of_Wolverine	100	30	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
impregnated	expansion\painwormcurse	100	10	all	1	1	0	1	1	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0
quickness	expansion\quickness	100	9	Assasin	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
venomclaws	expansion\venomclaws	100	10	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
dragonflight	expansion\DragonFlight	100	9	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul1	expansion\Maul_A_Front	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul2	expansion\Maul_B_Front	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul3	expansion\Maul_C_Front	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul4	expansion\Maul_D_Front	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul5	expansion\Maul_E_Front	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage1	expansion\feral_rage_A_Front	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage2	expansion\feral_rage_B_Front	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage3	expansion\feral_rage_C_Front	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage4	expansion\feral_rage_D_Front	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage5	expansion\feral_rage_E_Front	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
shadowwarriorappear	expansion\ShadowAppear	100	16	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
shadowwarriordeath	expansion\ShadowAppear	100	16	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
fade	expansion\fade	100	20	Assasin	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
direwolfcharged	expansion\DireWolfCharged	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
poisonhit	expansion\poisonhit	100	8	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0
baal_on_throne	expansion\baalshield	100	11	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0
death_sentry	expansion\dethsentry01	100	12	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul1back	expansion\Maul_A_Back	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul2back	expansion\Maul_B_Back	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul3back	expansion\Maul_C_Back	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul4back	expansion\Maul_D_Back	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
maul5back	expansion\Maul_E_Back	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage1back	expansion\feral_rage_A_Back	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage2back	expansion\feral_rage_B_Back	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage3back	expansion\feral_rage_C_Back	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage4back	expansion\feral_rage_D_Back	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
feralrage5back	expansion\feral_rage_E_Back	100	16	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
tigerstrike1	expansion\tiger_Strike_A	100	32	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0
tigerstrike2	expansion\tiger_Strike_B	100	32	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0
tigerstrike3	expansion\tiger_Strike_C	100	32	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0
cobrastrike1	expansion\Cobra_Strike_A	100	16	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
cobrastrike2	expansion\Cobra_Strike_B	100	16	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
cobrastrike3	expansion\Cobra_Strike_C	100	16	Assasin	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
oldsanctuaryf	SanctuaryAura_Front	0	12	all	1	1	0	0	0	0	-1	0	0	0	0	16	0	3	0	0	255	255	255	1	0
oldsanctuaryb	SanctuaryAura_Back	0	12	all	1	1	0	0	0	0	-1	0	0	0	0	16	0	3	0	0	255	255	255	1	0
shade	expansion\fade	100	20	Assasin	1	1	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	1	0
poisonsparks	SquelchAura	0	19	all	1	1	0	0	0	0	-60	0	0	0	0	16	0	3	0	0	0	255	0	1	0
halo	halo	0	1	all	0	1	0	1	1	-20	-90	0	0	0	0	1	0	3	0	0	255	255	255	1	0
aura_elemcry	FingerMageCurse	0	15	all	0	1	0	1	1	0	0	0	0	0	0	32	0	3	0	0	255	255	255	1	0
aura_of_divinity	HOAmissileExplode	0	9	Paladin	0	1	0	0	0	0	45	0	0	0	0	4	16	3	2	2	255	255	255	1	0
sthunderstormfront	null	0	2	Sorceress	0	1	0	0	0	0	0	0	0	0	0	16	0	3	8	8	255	255	255	1	0
sthunderstormback	ThunderstormCast_operate	0	19	Sorceress	1	1	0	0	0	0	0	0	0	0	0	16	0	3	8	8	255	255	255	1	0
sthunderstormcast	ThunderstormCast	0	10	Sorceress	0	1	0	0	0	0	0	0	0	0	0	16	0	3	1	8	255	255	255	1	0
cancelcres	extra\CurseEffectBlue	0	20	all	0	1	0	0	0	0	30	0	0	0	0	16	0	3	0	0	255	255	255	1	0
poverty	poverty	0	13	all	0	1	0	0	0	0	0	0	0	0	0	8	4	3	0	0	255	255	255	1	0
cancelfres	FetishFreakout	0	16	all	0	1	0	0	0	0	20	0	0	0	0	16	0	3	0	0	255	255	255	1	0
ghostdecoy	BAJumpLandPuff01	0	8	all	0	1	0	1	1	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0
