Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Smoldering	100	1	1	25	45	28				20	138	fire-min		31	60	fire-max		61	120							weap												0	0	0
Smoldering	100	1	1	30	60	33				20	138	fire-min		61	85	fire-max		121	180							weap												0	0	0
Smoking	100	1	1	35		38				20	138	fire-min		86	120	fire-max		181	240							weap												0	0	0
Flaming	100	1	1	45		48				20	138	fire-min		121	160	fire-max		241	300							weap												0	0	0
Scorching	100	1		60		63				20	138	fire-min		161	200	fire-max		301	350							weap												0	0	0
Static	100	1	1	15	30	18				20	139	ltng-min		1	1	ltng-max		45	90							weap	circ											0	0	0
Static	100	1	1	25	45	28				20	139	ltng-min		1	1	ltng-max		91	180							weap	circ											0	0	0
Glowing	100	1	1	30	60	33				20	139	ltng-min		1	1	ltng-max		181	260							weap												0	0	0
Buzzing	100	1	1	35		38				20	139	ltng-min		1	1	ltng-max		261	360							weap												0	0	0
Arcing	100	1	1	45		48				20	139	ltng-min		1	1	ltng-max		361	480							weap												0	0	0
Shocking	100	1		60		63				20	139	ltng-min		1	1	ltng-max		481	600							weap												0	0	0
Septic	100	1	1	15	30	18				20	140	dmg-pois	50	308	308											weap	circ											0	0	0
Septic	100	1	1	25	45	28				20	140	dmg-pois	75	410	410											weap	circ											0	0	0
Envenomed	100	1	1	30	60	33				20	140	dmg-pois	100	461	461											weap												0	0	0
Corosive	100	1	1	35		38				20	140	dmg-pois	125	492	492											weap												0	0	0
Toxic	100	1	1	45		48				20	140	dmg-pois	150	547	547											weap												0	0	0
Pestilent	100	1		60		63				20	140	dmg-pois	175	586	586											weap												0	0	0
Elusive	100	1	1	9	15	6				18	143	ac-miss		20	40											shld	staf	wand	mana									0	0	0
Evasive	100	1	1	9	15	6				18	143	ac-hth		20	40											tors	staf	wand	mana									0	0	0
Infernal	100	1	1	90		60				16	144	abs-cold%		10	15											shld	tors											0	0	0
Chilling	100	1	1	90		60				16	144	abs-fire%		10	15											shld	tors											0	0	0
Static	100	1	1	90		60				16	144	abs-ltng%		10	15											shld	tors											0	0	0
Bright	100	1	1	16	45	12				18	146	hp%		5	8											staf	wand	mana	tors	belt								0	0	0
Solar	100	1	1	27		23				18	146	hp%		9	12											staf	wand	mana	tors	belt								0	0	0
Vivid	100	1	1	38		34				18	146	hp%		13	16											staf	wand	mana	tors	belt								0	0	0
Omniscient	100	1	1	16	45	12				18	145	mana%		5	8											ring	amul	staf	wand	mana								0	0	0
Sage	100	1	1	27		23				18	145	mana%		9	12											ring	amul	staf	wand	mana								0	0	0
Shrewd	100	1	1	38		34				18	145	mana%		13	16											ring	amul	staf	wand	mana								0	0	0
Dazzling	100	1	1	29		25				18	147	regen-mana		25	25											staf	wand	mana	helm	ring	amul							0	0	0
Fascinating	100	1	1	50		50				18	147	regen-mana		50	50											staf	wand	mana	helm	ring	amul							0	0	0
Mighty	100	1	1	11	30	10				18	155	str		5	5											weap	armo	ring	amul									0	0	0
Energizing	100	1	1	18	45	16				18	155	str		6	10											weap	armo	ring	amul									0	0	0
Strengthening	100	1	1	23		20				18	155	str		11	15											weap	armo	ring	amul									0	0	0
Empowering	100	1	1	26		24				18	155	str		16	25											weap	armo											0	0	0
Titan's	100	1	1	45		38				18	155	str		26	30											weap	armo											0	0	0
Brisk	100	1	1	18	38	18				20	156	move1		10	20											boot												0	0	0
Swift	100	1	1	38		25				20	156	move2		20	30											boot												0	0	0
ArchMage's	100	1		75		66				20	157	mana		30	30	mana%		30	30	cast3		30	30			staf	mana	wand										0	0	0
Knowledgeable	100	1	1	35		30				20	158	allskills		1	1											weap	ring	amul	armo				glov	belt	boot			0	0	0
Precise	100	1	1	10	20	12				14	160	att-undead		60	60	att-demon		60	60							weap							staf	wand	mana			0	0	0
Exacting	100	1	1	20	30	20				14	160	att-undead		120	120	att-demon		120	120							weap							staf	wand	mana			0	0	0
Blinding	100	1		80		60				18	161	swing3		100	100											mele							staf	wand	mana			0	0	0
Heavy	100	1	1	20		1				18	162	ac%		75	75	ease		10	10							tors	shld											0	0	0
Heavy	100	1	1	40		1				18	162	ac%		150	150	ease		20	20							tors	shld											0	0	0
Heavy	100	1	1	60		1				18	162	ac%		200	200	ease		30	30							tors	shld											0	0	0
Heavy	100	1	1	20		1				18	162	dmg%		75	75	ease		10	10							mele							staf	wand	mana			0	0	0
Heavy	100	1	1	40		1				18	162	dmg%		150	150	ease		20	20							mele							staf	wand	mana			0	0	0
Heavy	100	1	1	60		1				18	162	dmg%		200	200	ease		30	30							mele							staf	wand	mana			0	0	0
Colorful	100	1		20	40	30				16	163	dmg-cold		10	20	dmg-fire		10	20	dmg-ltng		10	20			weap	glov	ring	amul									0	0	0
Colorful	100	1		30	50	35				16	163	dmg-cold		20	40	dmg-fire		20	40	dmg-ltng		20	40			weap	glov	ring	amul									0	0	0
Colorful	100	1		40	60	40				16	163	dmg-cold		40	60	dmg-fire		40	60	dmg-ltng		40	60			weap	glov	ring	amul									0	0	0
Colorful	100	1		50		45				16	163	dmg-cold		60	80	dmg-fire		60	80	dmg-ltng		60	80			weap	glov	ring	amul									0	0	0
Colorful	100	1		60		50				16	163	dmg-cold		80	120	dmg-fire		80	120	dmg-ltng		80	120			weap	glov	ring	amul									0	0	0
Horrific	100	1	1	25		1				16	164	red-dmg%		6	10											tors	shld											0	0	0
Horrific	100	1	1	50		1				16	164	red-dmg%		11	15											tors	shld											0	0	0
Horrific	100	1		75		1				16	164	red-dmg%		16	20											tors	shld											0	0	0
Soulless	100	1	1	25		1				16	164	red-dmg		6	10											tors	shld											0	0	0
Soulless	100	1	1	50		1				16	164	red-dmg		11	15											tors	shld											0	0	0
Soulless	100	1		75		1				16	164	red-dmg		16	20											tors	shld											0	0	0
Heartless	100	1	1	25		1				16	164	red-mag		6	10											tors	shld											0	0	0
Heartless	100	1	1	50		1				16	164	red-mag		11	15											tors	shld											0	0	0
Heartless	100	1		75		1				16	164	red-mag		16	20											tors	shld											0	0	0
Miocene	100	1	1	1	36	1				18	165	ac/lvl	4													shld	glov	belt	boot									0	0	0
Oligocene	100	1	1	8	43	7				18	165	ac/lvl	8													shld	glov	belt	boot									0	0	0
Oligocene	100	1	1	15	50	7				18	165	ac/lvl	12													shld	glov	belt	boot									0	0	0
Eocene	100	1	1	22	57	15				18	165	ac/lvl	16													tors												0	0	0
Eocene	100	1	1	29		15				18	165	ac/lvl	20													tors												0	0	0
Paleocene	100	1	1	36		22				18	165	ac/lvl	24													tors												0	0	0
Paleocene	100	1	1	43		22				18	165	ac/lvl	28													tors												0	0	0
Loud	100	1	1	1	30	1				18	166	dmg%/lvl	4													weap							staf	wand	mana			0	0	0
Loud	100	1	1	10	40	8				18	166	dmg%/lvl	8													weap							staf	wand	mana			0	0	0
Calling	100	1	1	20	50	16				18	166	dmg%/lvl	12													weap							staf	wand	mana			0	0	0
Yelling	100	1	1	30		24				18	166	dmg%/lvl	16													weap							staf	wand	mana			0	0	0
Shouting	100	1	1	40		32				18	166	dmg%/lvl	20													weap							staf	wand	mana			0	0	0
Screaming	100	1	1	50		40				18	166	dmg%/lvl	24													weap							staf	wand	mana			0	0	0
Robineye	100	1	1	1	35	1				16	167	att/lvl	4													weap							staf	wand	mana			0	0	0
Sparroweye	100	1	1	10	50	7				16	167	att/lvl	6													weap							staf	wand	mana			0	0	0
Falconeye	100	1	1	20		15				16	167	att/lvl	8													weap							staf	wand	mana			0	0	0
Hawkeye	100	1	1	35		26				16	167	att/lvl	12													weap							staf	wand	mana			0	0	0
Eagleeye	100	1	1	50		37				16	167	att/lvl	16													weap							staf	wand	mana			0	0	0
Visionary	100	1	1	25		18				16	167	att%/lvl	2													miss	helm											0	0	0
Knave's	100	1	1	1	35	1				18	168	dmg/lvl	4			att/lvl	2									weap							staf	wand	mana			0	0	0
Jack's	100	1	1	10	50	7				18	168	dmg/lvl	8			att/lvl	4									weap							staf	wand	mana			0	0	0
Jester's	100	1	1	20		15				18	168	dmg/lvl	12			att/lvl	6									weap							staf	wand	mana			0	0	0
Joker's	100	1	1	35		26				18	168	dmg/lvl	16			att/lvl	8									weap							staf	wand	mana			0	0	0
Trump	100	1	1	50		37				18	168	dmg/lvl	20			att/lvl	10									weap							staf	wand	mana			0	0	0
Mnemonic	100	1	1	25		18				16	169	mana/lvl	4													helm												0	0	0
Mnemonic	100	1	1	50		36				16	169	mana/lvl	8													helm												0	0	0
Charms																																						0	0	0
Dummy	100	1	1	1		1				1	101															xcha												0	0	0
Stout	100	1	1	1		1				2	101	ac		6	10											lcha												0	0	0
Stout	100	1	1	7		5				2	101	ac		11	20											lcha												0	0	0
Stout	100	1	1	12		9				2	101	ac		21	30											lcha												0	0	0
Burly	100	1	1	17		12				2	101	ac		31	40											lcha												0	0	0
Burly	100	1	1	22		16				2	101	ac		41	50											lcha												0	0	0
Burly	100	1	1	27		20				2	101	ac		51	60											lcha												0	0	0
Stalwart	100	1	1	32		24				2	101	ac		61	80											lcha												0	0	0
Stalwart	100	1	1	37		29				2	101	ac		81	110											lcha												0	0	0
Stalwart	100	1		42		34				2	101	ac		111	150											lcha												0	0	0
Stout	100	1	1	1		1				3	101	ac		4	10											mcha												0	0	0
Stout	100	1	1	14		10				3	101	ac		11	20											mcha												0	0	0
Stout	100	1	1	20		15				3	101	ac		21	30											mcha												0	0	0
Burly	100	1	1	26		19				3	101	ac		31	40											mcha												0	0	0
Burly	100	1	1	32		24				3	101	ac		41	50											mcha												0	0	0
Stalwart	100	1	1	38		30				3	101	ac		51	70											mcha												0	0	0
Stalwart	100	1		45		37				3	101	ac		71	100											mcha												0	0	0
Stout	100	1	1	1		1				5	101	ac		2	10											scha												0	0	0
Stout	100	1	1	21		15				5	101	ac		11	20											scha												0	0	0
Burly	100	1	1	36		28				5	101	ac		21	30											scha												0	0	0
Stalwart	100	1		48		40				5	101	ac		31	50											scha												0	0	0
Red	100	1	1	4		3				2	103	dmg-min		1	3											lcha												0	0	0
Sanguinary	100	1	1	40		32				2	103	dmg-min		4	6											lcha												0	0	0
Bloody	100	1		52		46				2	103	dmg-min		7	9											lcha												0	0	0
Red	100	1	1	11		8				2	103	dmg-min		1	2											mcha												0	0	0
Sanguinary	100	1	1	33		25				2	103	dmg-min		3	4											mcha												0	0	0
Bloody	100	1		55		47				2	103	dmg-min		5	6											mcha												0	0	0
Red	100	1	1	24		16				2	103	dmg-min		1	1											scha												0	0	0
Sanguinary	100	1	1	41		33				2	103	dmg-min		2	2											scha												0	0	0
Bloody	100	1		58		50				2	103	dmg-min		3	3											scha												0	0	0
Jagged	100	1	1	3		2				2	104	dmg-max		1	3											lcha												0	0	0
Jagged	100	1	1	10		7				2	104	dmg-max		4	4											lcha												0	0	0
Jagged	100	1	1	17		12				2	104	dmg-max		5	5											lcha												0	0	0
Forked	100	1	1	25		18				2	104	dmg-max		6	6											lcha												0	0	0
Forked	100	1	1	32		24				2	104	dmg-max		7	7											lcha												0	0	0
Serrated	100	1	1	39		31				2	104	dmg-max		8	9											lcha												0	0	0
Serrated	100	1		47		39				2	104	dmg-max		10	15											lcha												0	0	0
Jagged	100	1	1	10		7				3	104	dmg-max		1	2											mcha												0	0	0
Jagged	100	1	1	20		15				3	104	dmg-max		3	3											mcha												0	0	0
Forked	100	1	1	30		22				3	104	dmg-max		4	4											mcha												0	0	0
Forked	100	1	1	40		32				3	104	dmg-max		5	6											mcha												0	0	0
Serrated	100	1		50		42				3	104	dmg-max		7	10											mcha												0	0	0
Jagged	100	1	1	23		17				4	104	dmg-max		1	1											scha												0	0	0
Forked	100	1	1	38		30				4	104	dmg-max		2	3											scha												0	0	0
Serrated	100	1		53		45				4	104	dmg-max		4	5											scha												0	0	0
Rugged	100	1	1	1	21	1				3	109	stam		15	30											lcha												0	0	0
Rugged	100	1	1	11	41	7				3	109	stam		31	45											lcha												0	0	0
Rugged	100	1	1	21	61	16				3	109	stam		46	60											lcha												0	0	0
Rugged	100	1	1	1	21	1				3	109	stam		10	20											mcha												0	0	0
Rugged	100	1	1	11	41	7				3	109	stam		21	30											mcha												0	0	0
Rugged	100	1	1	21	61	16				3	109	stam		31	40											mcha												0	0	0
Rugged	100	1	1	1	21	1				3	109	stam		5	10											scha												0	0	0
Rugged	100	1	1	11	41	7				3	109	stam		11	15											scha												0	0	0
Rugged	100	1	1	21	61	16				3	109	stam		16	20											scha												0	0	0
Bronze	100	1	1	1		1				2	110	att		6	10											lcha												0	0	0
Bronze	100	1	1	7		5				2	110	att		11	20											lcha												0	0	0
Bronze	100	1	1	13		9				2	110	att		21	30											lcha												0	0	0
Iron	100	1	1	19		14				2	110	att		31	40											lcha												0	0	0
Iron	100	1	1	25		18				2	110	att		41	50											lcha												0	0	0
Iron	100	1	1	31		23				2	110	att		51	60											lcha												0	0	0
Steel	100	1	1	37		29				2	110	att		61	80											lcha												0	0	0
Steel	100	1	1	43		35				2	110	att		81	110											lcha												0	0	0
Steel	100	1		49		41				2	110	att		111	150											lcha												0	0	0
Bronze	100	1	1	1		1				3	110	att		4	10											mcha												0	0	0
Bronze	100	1	1	7		5				3	110	att		11	20											mcha												0	0	0
Bronze	100	1	1	16		12				3	110	att		21	30											mcha												0	0	0
Iron	100	1	1	24		18				3	110	att		31	40											mcha												0	0	0
Iron	100	1	1	32		26				3	110	att		41	50											mcha												0	0	0
Steel	100	1	1	40		36				3	110	att		51	70											mcha												0	0	0
Steel	100	1		48		44				3	110	att		71	100											mcha												0	0	0
Bronze	100	1	1	1		1				5	110	att		2	10											scha												0	0	0
Bronze	100	1	1	16		15				5	110	att		11	20											scha												0	0	0
Iron	100	1	1	32		31				5	110	att		21	30											scha												0	0	0
Steel	100	1		48		49				5	110	att		31	50											scha												0	0	0
Fine	100	1	1	15		7				2	111	att		10	25	dmg-max		1	3							lcha												0	0	0
Fine	100	1	1	34		22				2	111	att		26	50	dmg-max		4	6							lcha												0	0	0
Sharp	100	1	1	53		37				2	111	att		51	75	dmg-max		7	9							lcha												0	0	0
Fine	100	1	1	28		18				3	111	att		10	25	dmg-max		1	3							mcha												0	0	0
Sharp	100	1	1	51		37				3	111	att		26	50	dmg-max		4	6							mcha												0	0	0
Fine	100	1	1	51		37				4	111	att		10	25	dmg-max		1	3							scha												0	0	0
Lizard's	100	1	1	1		1				3	115	mana		3	10											lcha												0	0	0
Lizard's	100	1	1	7		5				3	115	mana		9	15											lcha												0	0	0
Lizard's	100	1	1	13		9				3	115	mana		14	20											lcha												0	0	0
Snake's	100	1	1	19		14				3	115	mana		21	25											lcha												0	0	0
Snake's	100	1	1	25		18				3	115	mana		26	30											lcha												0	0	0
Snake's	100	1	1	31		23				3	115	mana		31	35											lcha												0	0	0
Serpent's	100	1	1	37		29				3	115	mana		36	40											lcha												0	0	0
Serpent's	100	1	1	43		35				3	115	mana		41	50											lcha												0	0	0
Serpent's	100	1	1	49		41				3	115	mana		51	60											lcha												0	0	0
Lizard's	100	1	1	1		1				4	115	mana		2	7											mcha												0	0	0
Lizard's	100	1	1	9		6				4	115	mana		8	10											mcha												0	0	0
Lizard's	100	1	1	17		12				4	115	mana		11	14											mcha												0	0	0
Snake's	100	1	1	25		18				4	115	mana		15	18											mcha												0	0	0
Snake's	100	1	1	33		25				4	115	mana		19	26											mcha												0	0	0
Serpent's	100	1	1	41		33				4	115	mana		27	33											mcha												0	0	0
Serpent's	100	1	1	49		41				4	115	mana		34	40											mcha												0	0	0
Lizard's	100	1	1	1		1				6	115	mana		1	4											scha												0	0	0
Lizard's	100	1	1	12		9				6	115	mana		5	10											scha												0	0	0
Snake's	100	1	1	32		24				6	115	mana		11	16											scha												0	0	0
Serpent's	100	1		48		40				6	115	mana		17	20											scha												0	0	0
Shimmering	100	1		8	13	6				2	116	res-all		7	9											lcha												0	0	0
Shimmering	100	1		14	34	10				2	116	res-all		10	12											lcha												0	0	0
Shimmering	100	1		35		27				2	116	res-all		13	15											lcha												0	0	0
Shimmering	100	1		17	33	12				2	116	res-all		5	7											mcha												0	0	0
Shimmering	100	1		34		26				2	116	res-all		8	10											mcha												0	0	0
Shimmering	100	1		33		25				2	116	res-all		3	5											scha												0	0	0
Azure	100	1	1	1		1				2	117	res-cold		7	15											lcha												0	0	0
Lapis	100	1	1	10		7				2	117	res-cold		16	20											lcha												0	0	0
Cobalt	100	1	1	20		15				2	117	res-cold		21	25											lcha												0	0	0
Sapphire	100	1		30		22				2	117	res-cold		26	30											lcha												0	0	0
Azure	100	1	1	1		1				2	117	res-cold		4	8											mcha												0	0	0
Lapis	100	1	1	16		12				2	117	res-cold		9	12											mcha												0	0	0
Cobalt	100	1	1	25		18				2	117	res-cold		13	16											mcha												0	0	0
Sapphire	100	1		35		27				2	117	res-cold		17	20											mcha												0	0	0
Azure	100	1	1	1		1				2	117	res-cold		3	5											scha												0	0	0
Lapis	100	1	1	14		10				2	117	res-cold		6	7											scha												0	0	0
Cobalt	100	1	1	27		20				2	117	res-cold		8	9											scha												0	0	0
Sapphire	100	1		40		32				2	117	res-cold		10	11											scha												0	0	0
Crimson	100	1	1	1		1				2	118	res-fire		7	15											lcha												0	0	0
Russet	100	1	1	10		7				2	118	res-fire		16	20											lcha												0	0	0
Garnet	100	1	1	20		15				2	118	res-fire		21	25											lcha												0	0	0
Ruby	100	1		30		22				2	118	res-fire		26	30											lcha												0	0	0
Crimson	100	1	1	1		1				2	118	res-fire		4	8											mcha												0	0	0
Russet	100	1	1	16		12				2	118	res-fire		9	12											mcha												0	0	0
Garnet	100	1	1	25		18				2	118	res-fire		13	16											mcha												0	0	0
Ruby	100	1		35		27				2	118	res-fire		17	20											mcha												0	0	0
Crimson	100	1	1	1		1				2	118	res-fire		3	5											scha												0	0	0
Russet	100	1	1	14		10				2	118	res-fire		6	7											scha												0	0	0
Garnet	100	1	1	27		20				2	118	res-fire		8	9											scha												0	0	0
Ruby	100	1		40		32				2	118	res-fire		10	11											scha												0	0	0
Tangerine	100	1	1	1		1				2	119	res-ltng		7	15											lcha												0	0	0
Ocher	100	1	1	10		7				2	119	res-ltng		16	20											lcha												0	0	0
Coral	100	1	1	20		15				2	119	res-ltng		21	25											lcha												0	0	0
Amber	100	1		30		22				2	119	res-ltng		26	30											lcha												0	0	0
Tangerine	100	1	1	1		1				2	119	res-ltng		4	8											mcha												0	0	0
Ocher	100	1	1	16		12				2	119	res-ltng		9	12											mcha												0	0	0
Coral	100	1	1	25		18				2	119	res-ltng		13	16											mcha												0	0	0
Amber	100	1		35		27				2	119	res-ltng		17	20											mcha												0	0	0
Tangerine	100	1	1	1		1				2	119	res-ltng		3	5											scha												0	0	0
Ocher	100	1	1	14		10				2	119	res-ltng		6	7											scha												0	0	0
Coral	100	1	1	27		20				2	119	res-ltng		8	9											scha												0	0	0
Amber	100	1		40		32				2	119	res-ltng		10	11											scha												0	0	0
Beryl	100	1	1	1		1				2	120	res-pois		7	15											lcha												0	0	0
Viridian	100	1	1	10		7				2	120	res-pois		16	20											lcha												0	0	0
Jade	100	1	1	20		15				2	120	res-pois		21	25											lcha												0	0	0
Emerald	100	1		30		22				2	120	res-pois		26	30											lcha												0	0	0
Beryl	100	1	1	1		1				2	120	res-pois		4	8											mcha												0	0	0
Viridian	100	1	1	16		12				2	120	res-pois		9	12											mcha												0	0	0
Jade	100	1	1	25		18				2	120	res-pois		13	16											mcha												0	0	0
Emerald	100	1		35		27				2	120	res-pois		17	20											mcha												0	0	0
Beryl	100	1	1	1		1				2	120	res-pois		3	5											scha												0	0	0
Viridian	100	1	1	14		10				2	120	res-pois		6	7											scha												0	0	0
Jade	100	1	1	27		20				2	120	res-pois		8	9											scha												0	0	0
Emerald	100	1		40		32				2	120	res-pois		10	11											scha												0	0	0
Fletcher's	100	1	1	50		42	ama			2	125	skilltab	0	1	1											lcha												0	0	0
Acrobat's	100	1	1	50		42	ama			2	125	skilltab	1	1	1											lcha												0	0	0
Harpoonist's	100	1	1	50		42	ama			2	125	skilltab	2	1	1											lcha												0	0	0
Burning	100	1	1	50		42	sor			2	125	skilltab	3	1	1											lcha												0	0	0
Sparking	100	1	1	50		42	sor			2	125	skilltab	4	1	1											lcha												0	0	0
Chilling	100	1	1	50		42	sor			2	125	skilltab	5	1	1											lcha												0	0	0
Hexing	100	1	1	50		42	nec			2	125	skilltab	6	1	1											lcha												0	0	0
Fungal	100	1	1	50		42	nec			2	125	skilltab	7	1	1											lcha												0	0	0
Graverobber's	100	1	1	50		42	nec			2	125	skilltab	8	1	1											lcha												0	0	0
Lion Branded	100	1	1	50		42	pal			2	125	skilltab	9	1	1											lcha												0	0	0
Captain's	100	1	1	50		42	pal			2	125	skilltab	10	1	1											lcha												0	0	0
Preserver's	100	1	1	50		42	pal			2	125	skilltab	11	1	1											lcha												0	0	0
Expert's	100	1	1	50		42	bar			2	125	skilltab	12	1	1											lcha												0	0	0
Fanatic	100	1	1	50		42	bar			2	125	skilltab	13	1	1											lcha												0	0	0
Sounding	100	1	1	50		42	bar			2	125	skilltab	14	1	1											lcha												0	0	0
Trainer's	100	1	1	50		42	dru			2	125	skilltab	15	1	1											lcha												0	0	0
Spiritual	100	1	1	50		42	dru			2	125	skilltab	16	1	1											lcha												0	0	0
Nature's	100	1	1	50		42	dru			2	125	skilltab	17	1	1											lcha												0	0	0
Entrapping	100	1	1	50		42	ass			2	125	skilltab	18	1	1											lcha												0	0	0
Mentalist's	100	1	1	50		42	ass			2	125	skilltab	19	1	1											lcha												0	0	0
Shogukusha's	100	1	1	50		42	ass			2	125	skilltab	20	1	1											lcha												0	0	0
Snowflake	100	1	1	9		6				2	137	cold-len		35	35	cold-min		3	8	cold-max		9	15			lcha												0	0	0
Shivering	100	1	1	25		21				1	137	cold-len		35	35	cold-min		9	15	cold-max		16	30			lcha												0	0	0
Boreal	100	1	1	50		42				1	137	cold-len		35	35	cold-min		16	24	cold-max		31	45			lcha												0	0	0
Hibernal	100	1		85		78				1	137	cold-len		35	35	cold-min		25	30	cold-max		46	60			lcha												0	0	0
Snowflake	100	1	1	18		13				2	137	cold-len		25	25	cold-min		2	5	cold-max		6	10			mcha												0	0	0
Shivering	100	1	1	39		31				1	137	cold-len		25	25	cold-min		6	10	cold-max		11	20			mcha												0	0	0
Boreal	100	1	1	64		56				1	137	cold-len		25	25	cold-min		11	15	cold-max		21	30			mcha												0	0	0
Hibernal	100	1		89		81				1	137	cold-len		25	25	cold-min		16	20	cold-max		31	40			mcha												0	0	0
Snowflake	100	1	1	27		20				2	137	cold-len		15	15	cold-min		1	3	cold-max		3	5			scha												0	0	0
Shivering	100	1	1	42		34				1	137	cold-len		15	15	cold-min		4	5	cold-max		6	10			scha												0	0	0
Boreal	100	1	1	66		58				1	137	cold-len		15	15	cold-min		6	8	cold-max		11	15			scha												0	0	0
Hibernal	100	1		91		83				1	137	cold-len		15	15	cold-min		9	10	cold-max		16	20			scha												0	0	0
Ember	100	1	1	9		6				2	138	fire-min		3	10	fire-max		11	18							lcha												0	0	0
Smoldering	100	1	1	25		21				1	138	fire-min		11	18	fire-max		19	36							lcha												0	0	0
Smoking	100	1	1	50		42				1	138	fire-min		19	29	fire-max		37	54							lcha												0	0	0
Flaming	100	1		85		78				1	138	fire-min		30	36	fire-max		55	72							lcha												0	0	0
Ember	100	1	1	18		13				2	138	fire-min		2	6	fire-max		7	12							mcha												0	0	0
Smoldering	100	1	1	39		31				1	138	fire-min		7	12	fire-max		13	24							mcha												0	0	0
Smoking	100	1	1	64		56				1	138	fire-min		13	18	fire-max		25	36							mcha												0	0	0
Flaming	100	1		89		81				1	138	fire-min		19	24	fire-max		37	48							mcha												0	0	0
Ember	100	1	1	27		20				2	138	fire-min		1	4	fire-max		4	6							scha												0	0	0
Smoldering	100	1	1	42		34				1	138	fire-min		5	6	fire-max		7	12							scha												0	0	0
Smoking	100	1	1	66		58				1	138	fire-min		7	10	fire-max		13	18							scha												0	0	0
Flaming	100	1		91		83				1	138	fire-min		11	12	fire-max		19	24							scha												0	0	0
Static	100	1	1	9		6				2	139	ltng-min		1	1	ltng-max		15	30							lcha												0	0	0
Glowing	100	1	1	25		21				1	139	ltng-min		1	1	ltng-max		31	60							lcha												0	0	0
Arcing	100	1	1	50		42				1	139	ltng-min		1	1	ltng-max		61	115							lcha												0	0	0
Shocking	100	1		85		78				1	139	ltng-min		1	1	ltng-max		116	150							lcha												0	0	0
Static	100	1	1	18		13				2	139	ltng-min		1	1	ltng-max		10	20							mcha												0	0	0
Glowing	100	1	1	39		31				1	139	ltng-min		1	1	ltng-max		21	40							mcha												0	0	0
Arcing	100	1	1	64		56				1	139	ltng-min		1	1	ltng-max		41	70							mcha												0	0	0
Shocking	100	1		89		81				1	139	ltng-min		1	1	ltng-max		71	100							mcha												0	0	0
Static	100	1	1	27		20				2	139	ltng-min		1	1	ltng-max		5	10							scha												0	0	0
Glowing	100	1	1	42		34				1	139	ltng-min		1	1	ltng-max		11	20							scha												0	0	0
Arcing	100	1	1	66		58				1	139	ltng-min		1	1	ltng-max		21	35							scha												0	0	0
Shocking	100	1		91		83				1	139	ltng-min		1	1	ltng-max		36	50							scha												0	0	0
Septic	100	1	1	9		6				2	140	dmg-pois	75	105	105											lcha												0	0	0
Envenomed	100	1	1	25		21				1	140	dmg-pois	100	231	231											lcha												0	0	0
Toxic	100	1	1	50		42				1	140	dmg-pois	125	369	369											lcha												0	0	0
Pestilent	100	1		85		78				1	140	dmg-pois	150	513	513											lcha												0	0	0
Septic	100	1	1	18		13				2	140	dmg-pois	75	70	70											mcha												0	0	0
Envenomed	100	1	1	39		31				1	140	dmg-pois	100	154	154											mcha												0	0	0
Toxic	100	1	1	64		56				1	140	dmg-pois	125	246	246											mcha												0	0	0
Pestilent	100	1		89		81				1	140	dmg-pois	150	342	342											mcha												0	0	0
Septic	100	1	1	27		20				2	140	dmg-pois	75	35	35											scha												0	0	0
Envenomed	100	1	1	42		34				1	140	dmg-pois	100	77	77											scha												0	0	0
Toxic	100	1	1	66		58				1	140	dmg-pois	125	123	123											scha												0	0	0
Pestilent	100	1		91		83				1	140	dmg-pois	150	171	171											scha												0	0	0
Dazzling	100	1	1	29		25				2	149	regen-mana		15	15											lcha												0	0	0
Fascinating	100	1		60		50				2	149	regen-mana		24	24											lcha												0	0	0
Dazzling	100	1	1	29		25				2	149	regen-mana		10	10											mcha												0	0	0
Fascinating	100	1		60		50				2	149	regen-mana		16	16											mcha												0	0	0
Dazzling	100	1	1	29		25				2	149	regen-mana		5	5											scha												0	0	0
Fascinating	100	1		60		50				2	149	regen-mana		8	8											scha												0	0	0
Guardian's	100	1	1	10		4				2	150	ac/lvl	1													lcha												0	0	0
Guardian's	100	1	1	20		11				2	150	ac/lvl	2													lcha												0	0	0
Guardian's	100	1	1	30		18				2	150	ac/lvl	3													lcha												0	0	0
Guardian's	100	1	1	40		25				2	150	ac/lvl	4													lcha												0	0	0
Guardian's	100	1	1	50		31				1	150	ac/lvl	5													lcha												0	0	0
Guardian's	100	1		60		38				1	150	ac/lvl	6													lcha												0	0	0
Guardian's	100	1	1	15		8				2	150	ac/lvl	1													mcha												0	0	0
Guardian's	100	1	1	30		19				2	150	ac/lvl	2													mcha												0	0	0
Guardian's	100	1	1	45		30				2	150	ac/lvl	3													mcha												0	0	0
Guardian's	100	1		60		41				1	150	ac/lvl	4													mcha												0	0	0
Guardian's	100	1	1	32		20				2	150	ac/lvl	1													scha												0	0	0
Guardian's	100	1		64		44				1	150	ac/lvl	2													scha												0	0	0
Assailant's	100	1	1	25		14				2	104	dmg/lvl	1													lcha												0	0	0
