id	Name	Rare	Lvl	Req Lvl	Rarity	Stats	Item Type
319	of Skill Master	1	72	54	1	Natural Resistance oskill (1 - 4)  	amul ring helm tors    barb
320	of Skill Master	1	32	24	2	Raven oskill (1 - 12)  	amul ring helm tors shld belt boot drui
321	of Skill Master	1	48	36	2	Wearbear oskill (1 - 8) Shape Shifting oskill (1 - 8) Maul oskill (1 - 8)	glov mele      drui
322	of Skill Master	1	56	42	2	Eruption oskill (1 - 16)  	amul ring helm tors shld belt boot drui
323	of Skill Master	1	56	42	4	Oak Sage oskill (1 - 8) Heart of Wolverine oskill (1 - 8) 	amul ring helm tors shld belt boot drui
324	of Skill Master	1	56	42	2	Summon Spirit Wolf oskill (1 - 12) Summon Fenris oskill (1 - 12) 	amul ring helm tors shld belt boot drui
325	of Skill Master	1	72	54	2	Wearwolf oskill (1 - 8) Shape Shifting oskill (1 - 8) Fury oskill (1 - 8)	glov mele      drui
326	of Skill Master	1	72	54	2	Summon Grizzly oskill (1 - 16)  	amul ring helm tors shld belt boot drui
327	of Skill Master	1	48	36	1	Cloak of Shadows oskill (1 - 8)  	amul ring helm tors    assn
328	of Skill Master	1	56	42	1	Quickness oskill (1 - 4)  	amul ring helm tors    assn
329	of Skill Master	1	48	36	4	Claw Mastery oskill (1 - 4)  	amul ring helm tors    assn
330	of Skill Master	1	72	54	1	Fade oskill (1 - 4)  	amul ring helm tors    assn
331	of Skill Master	1	56	42	2	Shadow Master oskill (1 - 16)  	amul ring helm tors shld belt boot assn
332	of Skill Master	1	72	54	1	Venom oskill (1 - 4)  	amul ring helm tors    assn
333	of Skill Master	1	72	54	2	SCold Missiles oskill (1 - 12)  	amul ring armo     assn
334	of Aurora	1	78	56	1	Defiance aura (1 - 12)  	helm tors
335	of Aurora	1	78	56	1	Cleansing aura (1 - 12)  	helm tors
336	of Aurora	1	78	56	1	Holy Fire T aura (1 - 12)  	helm tors
337	of Aurora	1	83	64	1	Holy Freeze T aura (1 - 12)  	helm tors
338	of Aurora	1	83	64	1	Vigor aura (1 - 9)  	helm tors
339	of Aurora	1	83	64	1	Meditation aura (1 - 12)  	helm tors
340	of Aurora	1	83	64	1	Holy Shock T aura (1 - 12)  	helm tors
341	of Aurora	1	88	72	1	Salvation aura (1 - 9)  	helm tors
342	of Aurora	1	78	56	1	Blessed Aim aura (1 - 9)  	weap
343	of Aurora	1	78	56	1	Sanctuary aura (1 - 9)  	weap
344	of Aurora	1	83	64	1	Might aura (1 - 12)  	weap
345	of Aurora	1	88	72	1	Fanaticism aura (1 - 9)  	weap
346	Charms
347	of Puncturing	1	3	1	4	dmg-ac (-5 - -6)  	lcha
348	of Puncturing	1	13	9	4	dmg-ac (-7 - -8)  	lcha
349	of Puncturing	1	3	1	4	dmg-ac (-3 - -4)  	mcha
350	of Puncturing	1	13	9	4	dmg-ac (-5 - -6)  	mcha
351	of Puncturing	1	3	1	4	dmg-ac (-1 - -2)  	scha
352	of Puncturing	1	13	9	4	dmg-ac (-3 - -4)  	scha
353
354
355
356
357
358
359
360
361
362
363
364
365
366
367
368	of Frost	1	9	6	2	cold-len (35 - 35) cold-min (3 - 8) cold-max (9 - 15)	lcha
369	of the Icicle	1	25	21	2	cold-len (35 - 35) cold-min (9 - 15) cold-max (16 - 30)	lcha
370	of the Glacier	1	50	42	1	cold-len (35 - 35) cold-min (16 - 24) cold-max (31 - 45)	lcha
371	of Winter		85	78	1	cold-len (35 - 35) cold-min (25 - 30) cold-max (46 - 60)	lcha
372	of Frost	1	18	13	2	cold-len (25 - 25) cold-min (2 - 5) cold-max (6 - 10)	mcha
373	of the Icicle	1	39	31	2	cold-len (25 - 25) cold-min (6 - 10) cold-max (11 - 20)	mcha
374	of the Glacier	1	64	56	1	cold-len (25 - 25) cold-min (11 - 15) cold-max (21 - 30)	mcha
375	of Winter		89	81	1	cold-len (25 - 25) cold-min (16 - 20) cold-max (31 - 40)	mcha
376	of Frost	1	27	20	2	cold-len (15 - 15) cold-min (1 - 3) cold-max (3 - 5)	scha
377	of the Icicle	1	42	34	2	cold-len (15 - 15) cold-min (4 - 5) cold-max (6 - 10)	scha
378	of the Glacier	1	66	58	1	cold-len (15 - 15) cold-min (6 - 8) cold-max (11 - 15)	scha
379	of Winter		91	83	1	cold-len (15 - 15) cold-min (9 - 10) cold-max (16 - 20)	scha
380	of Flame	1	9	6	2	fire-min (3 - 10) fire-max (11 - 18) 	lcha
381	of Fire	1	25	21	2	fire-min (11 - 18) fire-max (19 - 36) 	lcha
382	of Burning	1	50	42	1	fire-min (19 - 29) fire-max (37 - 54) 	lcha
383	of Incineration		85	78	1	fire-min (30 - 36) fire-max (55 - 72) 	lcha
384	of Flame	1	18	13	2	fire-min (2 - 6) fire-max (7 - 12) 	mcha
385	of Fire	1	39	31	2	fire-min (7 - 12) fire-max (13 - 24) 	mcha
386	of Burning	1	64	56	1	fire-min (13 - 18) fire-max (25 - 36) 	mcha
387	of Incineration		89	81	1	fire-min (19 - 24) fire-max (37 - 48) 	mcha
388	of Flame	1	27	20	2	fire-min (1 - 4) fire-max (4 - 6) 	scha
389	of Fire	1	42	34	2	fire-min (5 - 6) fire-max (7 - 12) 	scha
390	of Burning	1	66	58	1	fire-min (7 - 10) fire-max (13 - 18) 	scha
391	of Incineration		91	83	1	fire-min (11 - 12) fire-max (19 - 24) 	scha
392	of Shock	1	9	6	2	ltng-min (1 - 1) ltng-max (15 - 30) 	lcha
393	of Lightning	1	25	21	2	ltng-min (1 - 1) ltng-max (31 - 60) 	lcha
394	of Thunder	1	50	42	1	ltng-min (1 - 1) ltng-max (61 - 115) 	lcha
395	of Storms		85	78	1	ltng-min (1 - 1) ltng-max (116 - 150) 	lcha
396	of Shock	1	18	13	2	ltng-min (1 - 1) ltng-max (10 - 20) 	mcha
397	of Lightning	1	39	31	2	ltng-min (1 - 1) ltng-max (21 - 40) 	mcha
398	of Thunder	1	64	56	1	ltng-min (1 - 1) ltng-max (41 - 70) 	mcha
399	of Storms		89	81	1	ltng-min (1 - 1) ltng-max (71 - 100) 	mcha
400	of Shock	1	27	20	2	ltng-min (1 - 1) ltng-max (5 - 10) 	scha
401	of Lightning	1	42	34	2	ltng-min (1 - 1) ltng-max (11 - 20) 	scha
402	of Thunder	1	66	58	1	ltng-min (1 - 1) ltng-max (21 - 35) 	scha
403	of Storms		91	83	1	ltng-min (1 - 1) ltng-max (36 - 50) 	scha
404	of Blight	1	9	6	2	75 dmg-pois (105 - 105)  	lcha
405	of Venom	1	25	21	2	100 dmg-pois (231 - 231)  	lcha
406	of Pestilence	1	50	42	1	125 dmg-pois (369 - 369)  	lcha
407	of Anthrax		85	78	1	150 dmg-pois (513 - 513)  	lcha
408	of Blight	1	18	13	2	75 dmg-pois (70 - 70)  	mcha
409	of Venom	1	39	31	2	100 dmg-pois (154 - 154)  	mcha
410	of Pestilence	1	64	56	1	125 dmg-pois (246 - 246)  	mcha
411	of Anthrax		89	81	1	150 dmg-pois (342 - 342)  	mcha
412	of Blight	1	27	20	2	75 dmg-pois (35 - 35)  	scha
413	of Venom	1	42	34	2	100 dmg-pois (77 - 77)  	scha
414	of Pestilence	1	66	58	1	125 dmg-pois (123 - 123)  	scha
415	of Anthrax		91	83	1	150 dmg-pois (171 - 171)  	scha
416	of Craftsmanship	1	3	2	2	dmg-max (1 - 3)  	lcha
417	of Quality	1	25	18	2	dmg-max (4 - 6)  	lcha
418	of Maiming		47	39	2	dmg-max (7 - 9)  	lcha
419	of Craftsmanship	1	10	7	2	dmg-max (1 - 2)  	mcha
420	of Quality	1	30	22	2	dmg-max (3 - 4)  	mcha
421	of Maiming		50	42	2	dmg-max (5 - 6)  	mcha
422	of Craftsmanship	1	23	17	2	dmg-max (1 - 1)  	scha
423	of Quality	1	38	30	2	dmg-max (2 - 2)  	scha
424	of Maiming		53	45	2	dmg-max (3 - 3)  	scha
425	of Balance	1	1	1	2	balance3 (10 - 10)  	lcha
426	of Balance	1	30	23	2	balance3 (15 - 15)  	lcha
427	of Balance	1	7	4	2	balance2 (7 - 7)  	mcha
428	of Balance	1	34	27	2	balance2 (10 - 10)  	mcha
429	of Balance	1	10	7	2	balance1 (3 - 3)  	scha
430	of Balance	1	37	30	2	balance1 (5 - 5)  	scha
431	of Inertia	1	25	21	3	move3 (9 - 9)  	lcha
432	of Inertia	1	30	24	3	move2 (6 - 6)  	mcha
433	of Inertia	1	35	27	3	move1 (3 - 3)  	scha
434	of Greed	1	1	1	2	gold% (12 - 15)  	lcha
435	of Greed	1	31	24	2	gold% (16 - 21)  	lcha
436	of Greed		70	47	2	gold% (22 - 30)  	lcha
437	of Greed	1	1	1	2	gold% (8 - 10)  	mcha
438	of Greed	1	32	27	2	gold% (11 - 14)  	mcha
439	of Greed		73	50	2	gold% (15 - 20)  	mcha
440	of Greed	1	1	1	2	gold% (4 - 5)  	scha
441	of Greed	1	34	30	2	gold% (6 - 7)  	scha
442	of Greed		76	53	2	gold% (8 - 10)  	scha
443	of Fortune	1	1	1	2	mag% (12 - 15)  	lcha
444	of Fortune	1	31	24	2	mag% (16 - 21)  	lcha
445	of Fortune		70	47	2	mag% (22 - 30)  	lcha
446	of Fortune	1	1	1	2	mag% (8 - 10)  	mcha
447	of Fortune	1	32	27	2	mag% (11 - 14)  	mcha
448	of Fortune		73	50	2	mag% (15 - 20)  	mcha
449	of Fortune	1	1	1	2	mag% (4 - 5)  	scha
450	of Fortune	1	34	30	2	mag% (6 - 7)  	scha
451	of Fortune		76	53	2	mag% (8 - 10)  	scha
452	of Life	1	1	1	4	hp (3 - 10)  	lcha
453	of Life	1	7	5	4	hp (9 - 15)  	lcha
454	of Life	1	13	9	4	hp (14 - 20)  	lcha
455	of Substinence	1	19	14	4	hp (21 - 25)  	lcha
456	of Substinence	1	25	18	4	hp (26 - 30)  	lcha
457	of Substinence	1	31	23	4	hp (31 - 35)  	lcha
458	of Vita	1	37	29	4	hp (36 - 40)  	lcha
459	of Vita	1	43	35	4	hp (41 - 50)  	lcha
460	of Vita		49	41	4	hp (51 - 60)  	lcha
461	of Life	1	1	1	5	hp (2 - 7)  	mcha
462	of Life	1	9	6	5	hp (8 - 10)  	mcha
463	of Life	1	17	12	5	hp (11 - 14)  	mcha
464	of Substinence	1	25	18	5	hp (15 - 18)  	mcha
465	of Substinence	1	33	25	5	hp (19 - 26)  	mcha
466	of Vita	1	41	33	5	hp (27 - 33)  	mcha
467	of Vita		49	41	5	hp (34 - 40)  	mcha
468	of Life	1	1	1	6	hp (1 - 4)  	scha
469	of Life	1	12	9	6	hp (5 - 10)  	scha
470	of Substinence	1	32	24	6	hp (11 - 16)  	scha
471	of Vita		48	40	6	hp (17 - 20)  	scha
472	of Strength	1	1	1	3	str (3 - 5)  	lcha
473	of Strength	1	14	10	3	str (6 - 8)  	lcha
474	of Strength	1	24	20	3	str (9 - 10)  	lcha
475	of Strength		34	30	3	str (11 - 12)  	lcha
476	of Strength	1	10	6	4	str (2 - 4)  	mcha
477	of Strength	1	21	17	4	str (5 - 6)  	mcha
478	of Strength		32	28	4	str (7 - 8)  	mcha
479	of Strength	1	16	12	5	str (1 - 2)  	scha
480	of Strength		36	32	5	str (3 - 4)  	scha
481	of Dexterity	1	1	1	3	dex (3 - 5)  	lcha
482	of Dexterity	1	14	10	3	dex (6 - 8)  	lcha
483	of Dexterity	1	24	20	3	dex (9 - 10)  	lcha
484	of Dexterity		34	30	3	dex (11 - 12)  	lcha
485	of Dexterity	1	10	6	4	dex (2 - 4)  	mcha
486	of Dexterity	1	21	17	4	dex (5 - 6)  	mcha
487	of Dexterity		32	28	4	dex (7 - 8)  	mcha
488	of Dexterity	1	16	12	5	dex (1 - 2)  	scha
489	of Dexterity		36	32	5	dex (3 - 4)  	scha
490	of the Hero		55	42	1	abs-fire (5 - 7) abs-cold (5 - 7) abs-ltng (5 - 7)	lcha
491	of the Hero		55	42	1	abs-fire (3 - 5) abs-cold (3 - 5) abs-ltng (3 - 5)	mcha
492	of the Hero		55	42	1	abs-fire (1 - 3) abs-cold (1 - 3) abs-ltng (1 - 3)	scha
493	of the Rogue	1	25	14	2	1 mag%/lvl  	lcha
494	of the Rogue	1	55	29	2	2 mag%/lvl  	lcha
495	of the Rogue		85	44	1	3 mag%/lvl  	lcha
496	of the Rogue	1	45	23	2	1 mag%/lvl  	mcha
497	of the Rogue		85	46	1	2 mag%/lvl  	mcha
498	of the Rogue		85	48	1	1 mag%/lvl  	scha
499	of the Collector	1	25	14	2	1 gold%/lvl  	lcha
500	of the Collector	1	55	29	2	2 gold%/lvl  	lcha
501	of the Collector		85	44	1	3 gold%/lvl  	lcha
502	of the Collector	1	45	23	2	1 gold%/lvl  	mcha
503	of the Collector		85	46	1	2 gold%/lvl  	mcha
504	of the Collector		85	48	1	1 gold%/lvl  	scha
505	of the Valiant	1	19	14	2	crush (6 - 6)  	lcha
506	of the Valiant	1	24	18	2	crush (4 - 4)  	mcha
507	of the Valiant	1	35	27	2	crush (2 - 2)  	scha
508	of the Wicked	1	19	14	2	deadly (6 - 6)  	lcha
509	of the Wicked	1	24	18	2	deadly (4 - 4)  	mcha
510	of the Wicked	1	35	27	2	deadly (2 - 2)  	scha
511	of the Angel	1	10	6	2	1 hp/lvl  	lcha
512	of the Angel	1	20	13	2	2 hp/lvl  	lcha
513	of the Angel	1	30	20	2	3 hp/lvl  	lcha
514	of the Angel	1	40	27	2	4 hp/lvl  	lcha
515	of the Angel	1	50	33	1	5 hp/lvl  	lcha
516	of the Angel		60	40	1	6 hp/lvl  	lcha
517	of the Angel	1	15	10	2	1 hp/lvl  	mcha
518	of the Angel	1	30	21	2	2 hp/lvl  	mcha
519	of the Angel	1	45	32	2	3 hp/lvl  	mcha
520	of the Angel		60	43	1	4 hp/lvl  	mcha
521	of the Angel	1	32	22	2	1 hp/lvl  	scha
522	of the Angel		64	46	1	2 hp/lvl  	scha
523	of the Lurker	1	1	1	2	regen (1 - 2)  	lcha
524	of the Lurker	1	21	16	2	regen (3 - 4)  	lcha
525	of the Lurker	1	37	32	2	regen (5 - 6)  	lcha
526	of the Lurker	1	1	1	2	regen (1 - 2)  	mcha
527	of the Lurker	1	25	20	2	regen (3 - 4)  	mcha
528	of the Lurker	1	1	1	2	regen (1 - 2)  	scha
529	Jewels
530	of Faith	1	23	16	6	abs-fire (6 - 12)  	jewl
531	of Stoicism	1	22	16	6	abs-ltng (6 - 12)  	jewl
532	of Desire	1	23	16	6	abs-cold (6 - 12)  	jewl
533
534	of Fervor		39	31	10	swing1 (15 - 30)  	jewl
535	of Frigidity	1	16	12	8	cold-min (5 - 15) cold-max (10 - 30) cold-len (50 - 50)	jewl
536	of the Icicle	1	35	31	8	cold-min (16 - 30) cold-max (31 - 60) cold-len (50 - 50)	jewl
537	of the Glacier		58	54	8	cold-min (31 - 60) cold-max (61 - 120) cold-len (50 - 50)	jewl
538	of Passion	1	16	12	8	fire-min (10 - 18) fire-max (20 - 37) 	jewl
539	of Fire	1	35	31	8	fire-min (19 - 37) fire-max (38 - 75) 	jewl
540	of Burning		58	54	8	fire-min (38 - 75) fire-max (76 - 150) 	jewl
541	of Ennui	1	16	12	8	ltng-min (1 - 1) ltng-max (30 - 60) 	jewl
542	of Lightning	1	35	31	8	ltng-min (1 - 1) ltng-max (61 - 120) 	jewl
543	of Thunder		58	54	8	ltng-min (1 - 1) ltng-max (121 - 240) 	jewl
544	of Ire	1	4	3	10	dmg-max (1 - 6)  	jewl
545	of Wrath	1	11	8	10	dmg-max (7 - 12)  	jewl
546	of Carnage		25	18	10	dmg-max (13 - 24)  	jewl
547	of Joyfulness	1	5	3	10	dmg-min (1 - 8)  	jewl
548	of Bliss	1	43	37	10	dmg-min (5 - 18)  	jewl
549	of Envy	1	1	1	8	pois-min (204 - 204) pois-max (204 - 204) pois-len (25 - 25)	jewl
550	of Blight	1	16	12	8	pois-min (274 - 274) pois-max (274 - 274) pois-len (50 - 50)	jewl
551	of Venom	1	35	31	8	pois-min (410 - 410) pois-max (410 - 410) pois-len (75 - 75)	jewl
552	of Pestilence		58	54	8	pois-min (656 - 656) pois-max (656 - 656) pois-len (100 - 100)	jewl
553	of Daring	1	9	6	10	dex (1 - 8)  	jewl
554	of Daring	1	24	18	10	dex (9 - 16)  	jewl
555	of Daring		41	33	10	dex (17 - 24)  	jewl
556	of Truth	1	44	36	10	balance1 (15 - 15)  	jewl
557	of Honor	1	47	35	10	regen (3 - 16)  	jewl
558	of Avarice	1	1	1	10	gold% (10 - 40)  	jewl
559	of Prosperity	1	26	19	10	mag% (5 - 20)  	jewl
560	of Knowledge	1	9	6	10	enr (1 - 8)  	jewl
561	of Knowledge	1	24	18	10	enr (9 - 16)  	jewl
562	of Knowledge		41	33	10	enr (17 - 24)  	jewl
563	of Spirit	1	1	1	16	hp (3 - 16)  	jewl
564	of Spirit	1	28	21	16	hp (17 - 32)  	jewl
565	of Spirit		45	37	10	hp (33 - 64)  	jewl
566	of Freedom	1	1	1	10	ease (-15 - -30)  	jewl
567	of Virility	1	9	6	10	str (1 - 8)  	jewl
568	of Virility	1	24	18	10	str (9 - 16)  	jewl
569	of Virility		41	33	10	str (17 - 24)  	jewl
570	of the Werewolf	1	6	5	2	1 str/lvl  	jewl
571	of the Werewolf	1	18	15	2	2 str/lvl  	jewl
572	of the Werewolf	1	36	30	2	3 str/lvl  	jewl
573	of the Werewolf		54	45	2	4 str/lvl  	jewl
574
575	of the Wererat	1	6	5	2	1 dex/lvl  	jewl
576	of the Wererat	1	18	15	2	2 dex/lvl  	jewl
577	of the Wererat	1	36	30	2	3 dex/lvl  	jewl
578	of the Wererat		54	45	2	4 dex/lvl  	jewl
579
580	of the Werebear	1	6	5	2	1 vit/lvl  	jewl
581	of the Werebear	1	18	15	2	2 vit/lvl  	jewl
582	of the Werebear	1	36	30	2	3 vit/lvl  	jewl
583	of the Werebear		54	45	2	4 vit/lvl  	jewl
584
585	of the Weretiger	1	6	5	2	1 enr/lvl  	jewl
586	of the Weretiger	1	18	15	2	2 enr/lvl  	jewl
587	of the Weretiger	1	36	30	2	3 enr/lvl  	jewl
588	of the Weretiger		54	45	2	4 enr/lvl  	jewl
589
590
591	Quivers
592	of Wrath	1	15 - 45	10	1	dmg-demon (25 - 25)  	arrm boqm
593	of Smiting	1	15 - 45	10	1	dmg-undead (25 - 25)  	arrm boqm
594	of Molasses	1	15 - 45	10	1	slow (10 - 10)  	arrm boqm
595	of Piercing	1	15 - 45	10	1	pierce (10 - 10)  	arrm boqm
596	of Plenty	1	15 - 45	10	1	50 stack (50 - 50)  	arrm boqm
597	of Wrath	1	30 - 60	20	1	dmg-demon (50 - 50)  	arrm boqm
598	of Smiting	1	30 - 60	20	1	dmg-undead (50 - 50)  	arrm boqm
599	of Molasses	1	30 - 60	20	1	slow (15 - 15)  	arrm boqm
600	of Piercing	1	30 - 60	20	1	pierce (15 - 15)  	arrm boqm
601	of Plenty	1	30 - 60	20	1	100 stack (100 - 100)  	arrm boqm
602	of Wrath	1	45	30	1	dmg-demon (75 - 75)  	arrm boqm
603	of Smiting	1	45	30	1	dmg-undead (75 - 75)  	arrm boqm
604	of Molasses	1	45	30	1	slow (20 - 20)  	arrm boqm
605	of Piercing	1	45	30	1	pierce (20 - 20)  	arrm boqm
606	of Plenty	1	45	30	1	150 stack (150 - 150)  	arrm boqm
607	of Wrath	1	60	40	1	dmg-demon (100 - 100)  	arrm boqm
608	of Smiting	1	60	40	1	dmg-undead (100 - 100)  	arrm boqm
609	of Molasses	1	60	40	1	slow (25 - 25)  	arrm boqm
610	of Piercing	1	60	40	1	pierce (25 - 25)  	arrm boqm
611	of Plenty	1	60	40	1	200 stack (200 - 200)  	arrm boqm
612	ChitNor	1	1	1	1	randomize (1 - 120)  	chw1 cha1
613	ChitNM	1	1	1	1	randomize (1 - 120)  	chw2 cha2
614	ChitHell	1	1	1	1	randomize (1 - 120)  	chw3 cha3
615	RndStone	1	1	1	1	randomize (1 - 511)  	rstn
616	of Aurora	1	78	56	1	Holy Fire H aura (1 - 12)  	helm
617	of Aurora	1	83	64	1	Holy Freeze H aura (1 - 12)  	helm
618	of Aurora	1	83	64	1	Holy Shock H aura (1 - 12)  	helm
619	Added
620	of Skill Master	1	72	54	1	Poison Mastery oskill (1 - 4)  	amul ring helm tors pole
621	of Aurora	1	1	1	1	Cancel Cres aura (1 - 1)  	mrn0
622	of Aurora	1	1	1	1	Super Salvation aura (1 - 1)  	mrn1
623	of Aurora	1	1	1	1	Poverty aura (1 - 1)  	mrn2
624	of Static Field	1	1	1	1	Static Field gethit-skill (33 - 33) Static Field hit-skill (33 - 33) 	mrn3
625	of Aurora	1	1	1	1	Cancel Fres aura (1 - 1)  	mrn4
626	of Damage	1	15 - 45	10	1	dmg% (10 - 10)  	arrm boqm
627	of Damage	1	30 - 60	20	1	dmg% (15 - 15)  	arrm boqm
628	of Damage	1	45	30	1	dmg% (20 - 20)  	arrm boqm
629	of Damage	1	45	30	1	dmg% (20 - 20)  	arrm boqm
630	of Explosive Arrow	1	36 - 63	30	3	explosivearrow (5 - 10)  	miss
631	of Explosive Arrow	1	64	55	3	explosivearrow (11 - 16)  	miss
632	of Magic Arrow	1	36 - 63	30	3	magicarrow (9 - 16)  	miss
633	of Magic Arrow	1	64	55	3	magicarrow (17 - 24)  	miss
634	of Sentence	1	72	48	4	pierce-fire (1 - 1)  	jewl
635	of Sentence	1	72	48	4	pierce-cold (1 - 1)  	jewl
636	of Sentence	1	72	48	4	pierce-ltng (1 - 1)  	jewl
637	of Sentence	1	72	48	4	pierce-pois (1 - 1)  	jewl
638	of Sentence	1	72	48	4	pierce-phys (1 - 1)  	jewl
639	of Sentence	1	72	48	4	pierce-mag (1 - 1)  	jewl
640	of Emphasis	1	64	42	5	extra-fire (2 - 4)  	jewl
641	of Emphasis	1	64	42	5	extra-cold (2 - 4)  	jewl
642	of Emphasis	1	64	42	5	extra-ltng (2 - 4)  	jewl
643	of Emphasis	1	64	42	5	extra-pois (2 - 4)  	jewl
644	of Emphasis	1	64	42	5	extra-mag2 (1 - 3)  	jewl
645	of Emphasis	1	64	42	5	extra-wind (1 - 3)  	jewl
646	of Command	1	64	42	5	extra-summ (4 - 8)  	jewl
647	of Decrepification	1	12 - 36	10	2	Decrepify hit-skill (1 - 4)  	weap amul ring arrm boqm   staf
648	of Decrepification	1	24 - 48	20	2	Decrepify hit-skill (4 - 6)  	weap amul ring arrm boqm   staf
649	of Decrepification	1	36	30	2	Decrepify hit-skill (6 - 8)  	weap amul ring arrm boqm   staf
650	of Decrepification	1	48	40	2	Decrepify hit-skill (8 - 10)  	mele amul ring arrm boqm   staf
651	of Decrepification	1	60	50	2	Decrepify hit-skill (10 - 12)  	mele amul ring arrm boqm   staf
652	of lowered Resistance	1	12 - 36	10	1	Lower Resist hit-skill (1 - 1)  	weap amul ring arrm boqm   staf
653	of lowered Resistance	1	24 - 48	20	1	Lower Resist hit-skill (1 - 1)  	weap amul ring arrm boqm   staf
654	of lowered Resistance	1	36	30	1	Lower Resist hit-skill (1 - 2)  	weap amul ring arrm boqm   staf
655	of lowered Resistance	1	48	40	1	Lower Resist hit-skill (2 - 2)  	mele amul ring arrm boqm   staf
656	of lowered Resistance	1	60	50	1	Lower Resist hit-skill (2 - 3)  	mele amul ring arrm boqm   staf
657	of Flesh and Bone	1	12 - 36	10	1	Poison Mastery hit-skill (1 - 1)  	weap amul ring arrm boqm   staf
658	of Flesh and Bone	1	24 - 48	20	1	Poison Mastery hit-skill (1 - 1)  	weap amul ring arrm boqm   staf
659	of Flesh and Bone	1	36	30	1	Poison Mastery hit-skill (1 - 2)  	weap amul ring arrm boqm   staf
660	of Flesh and Bone	1	48	40	1	Poison Mastery hit-skill (2 - 2)  	mele amul ring arrm boqm   staf
661	of Flesh and Bone	1	60	50	1	Poison Mastery hit-skill (2 - 3)  	mele amul ring arrm boqm   staf
662
663
664
665
666	of Flames	1	6 - 12	6	4	extra-fire (0 - 1) pierce-fire (0 - 1) 	staf mana h2h
667	of Flames	1	12 - 18	12	4	extra-fire (0 - 2) pierce-fire (0 - 1) 	staf mana h2h
668	of Immolation	1	18 - 24	18	4	extra-fire (1 - 3) pierce-fire (0 - 2) 	staf mana h2h
669	of Immolation	1	24 - 30	24	4	extra-fire (1 - 4) pierce-fire (0 - 2) 	staf mana h2h
670	of Immolation	1	30 - 36	30	4	extra-fire (2 - 5) pierce-fire (1 - 3) 	staf mana h2h
671	of Incineration	1	36 - 42	36	4	extra-fire (2 - 6) pierce-fire (1 - 3) 	staf mana h2h
672	of Incineration	1	42	42	4	extra-fire (3 - 7) pierce-fire (2 - 4) 	staf mana h2h
673	of Incineration	1	48	48	4	extra-fire (3 - 8) pierce-fire (2 - 4) 	staf mana h2h
674	of the Volcano	1	72	72	2	extra-fire (5 - 10) pierce-fire (5 - 7) 	staf mana h2h
675	of Shock	1	6 - 12	6	4	extra-ltng (0 - 1) pierce-ltng (0 - 1) 	staf mana h2h
676	of Shock	1	12 - 18	12	4	extra-ltng (0 - 2) pierce-ltng (0 - 1) 	staf mana h2h
677	of Zapping	1	18 - 24	18	4	extra-ltng (1 - 3) pierce-ltng (0 - 2) 	staf mana h2h
678	of Zapping	1	24 - 30	24	4	extra-ltng (1 - 4) pierce-ltng (0 - 2) 	staf mana h2h
679	of Zapping	1	30 - 36	30	4	extra-ltng (2 - 5) pierce-ltng (1 - 3) 	staf mana h2h
680	of Electrocution	1	36 - 42	36	4	extra-ltng (2 - 6) pierce-ltng (1 - 3) 	staf mana h2h
681	of Electrocution	1	42	42	4	extra-ltng (3 - 7) pierce-ltng (2 - 4) 	staf mana h2h
682	of Electrocution	1	48	48	4	extra-ltng (3 - 8) pierce-ltng (2 - 4) 	staf mana h2h
683	of Storms	1	72	72	2	extra-ltng (5 - 10) pierce-ltng (5 - 7) 	staf mana h2h
684	of Chilling	1	6 - 12	6	4	extra-cold (0 - 1) pierce-cold (0 - 1) 	staf mana h2h
685	of Chilling	1	12 - 18	12	4	extra-cold (0 - 2) pierce-cold (0 - 1) 	staf mana h2h
686	of Freezing	1	18 - 24	18	4	extra-cold (1 - 3) pierce-cold (0 - 2) 	staf mana h2h
687	of Freezing	1	24 - 30	24	4	extra-cold (1 - 4) pierce-cold (0 - 2) 	staf mana h2h
688	of Freezing	1	30 - 36	30	4	extra-cold (2 - 5) pierce-cold (1 - 3) 	staf mana h2h
689	of Frost	1	36 - 42	36	4	extra-cold (2 - 6) pierce-cold (1 - 3) 	staf mana h2h
690	of Frost	1	42	42	4	extra-cold (3 - 7) pierce-cold (2 - 4) 	staf mana h2h
691	of Frost	1	48	48	4	extra-cold (3 - 8) pierce-cold (2 - 4) 	staf mana h2h
692	of Blizzards	1	72	72	2	extra-cold (5 - 10) pierce-cold (5 - 7) 	staf mana h2h
693	of Blight	1	6 - 12	6	4	extra-pois (0 - 1) pierce-pois (0 - 1) 	wand ndgr
694	of Blight	1	12 - 18	12	4	extra-pois (0 - 2) pierce-pois (0 - 1) 	wand ndgr
695	of Venom	1	18 - 24	18	4	extra-pois (1 - 3) pierce-pois (0 - 2) 	wand ndgr
696	of Venom	1	24 - 30	24	4	extra-pois (1 - 4) pierce-pois (0 - 2) 	wand ndgr
697	of Venom	1	30 - 36	30	4	extra-pois (2 - 5) pierce-pois (1 - 3) 	wand ndgr
698	of Pestilence	1	36 - 42	36	4	extra-pois (2 - 6) pierce-pois (1 - 3) 	wand ndgr
699	of Pestilence	1	42	42	4	extra-pois (3 - 7) pierce-pois (2 - 4) 	wand ndgr
700	of Pestilence	1	48	48	4	extra-pois (3 - 8) pierce-pois (2 - 4) 	wand ndgr
701	of Anthrax	1	72	72	2	extra-pois (5 - 10) pierce-pois (5 - 7) 	wand ndgr
