id	Name	Rare	Lvl	Req Lvl	Rarity	Stats	Item Type
345	Trump	1	50	37	18	20 dmg/lvl 10 att/lvl 	weap       staf
346	Mnemonic	1	25	18	16	4 mana/lvl  	helm
347	Mnemonic	1	50	36	16	8 mana/lvl  	helm
348	Charms
349	Dummy	1	1	1	1	  	xcha
350	Stout	1	1	1	2	ac (6 - 10)  	lcha
351	Stout	1	7	5	2	ac (11 - 20)  	lcha
352	Stout	1	12	9	2	ac (21 - 30)  	lcha
353	Burly	1	17	12	2	ac (31 - 40)  	lcha
354	Burly	1	22	16	2	ac (41 - 50)  	lcha
355	Burly	1	27	20	2	ac (51 - 60)  	lcha
356	Stalwart	1	32	24	2	ac (61 - 80)  	lcha
357	Stalwart	1	37	29	2	ac (81 - 110)  	lcha
358	Stalwart		42	34	2	ac (111 - 150)  	lcha
359	Stout	1	1	1	3	ac (4 - 10)  	mcha
360	Stout	1	14	10	3	ac (11 - 20)  	mcha
361	Stout	1	20	15	3	ac (21 - 30)  	mcha
362	Burly	1	26	19	3	ac (31 - 40)  	mcha
363	Burly	1	32	24	3	ac (41 - 50)  	mcha
364	Stalwart	1	38	30	3	ac (51 - 70)  	mcha
365	Stalwart		45	37	3	ac (71 - 100)  	mcha
366	Stout	1	1	1	5	ac (2 - 10)  	scha
367	Stout	1	21	15	5	ac (11 - 20)  	scha
368	Burly	1	36	28	5	ac (21 - 30)  	scha
369	Stalwart		48	40	5	ac (31 - 50)  	scha
370	Red	1	4	3	2	dmg-min (1 - 3)  	lcha
371	Sanguinary	1	40	32	2	dmg-min (4 - 6)  	lcha
372	Bloody		52	46	2	dmg-min (7 - 9)  	lcha
373	Red	1	11	8	2	dmg-min (1 - 2)  	mcha
374	Sanguinary	1	33	25	2	dmg-min (3 - 4)  	mcha
375	Bloody		55	47	2	dmg-min (5 - 6)  	mcha
376	Red	1	24	16	2	dmg-min (1 - 1)  	scha
377	Sanguinary	1	41	33	2	dmg-min (2 - 2)  	scha
378	Bloody		58	50	2	dmg-min (3 - 3)  	scha
379	Jagged	1	3	2	2	dmg-max (1 - 3)  	lcha
380	Jagged	1	10	7	2	dmg-max (4 - 4)  	lcha
381	Jagged	1	17	12	2	dmg-max (5 - 5)  	lcha
382	Forked	1	25	18	2	dmg-max (6 - 6)  	lcha
383	Forked	1	32	24	2	dmg-max (7 - 7)  	lcha
384	Serrated	1	39	31	2	dmg-max (8 - 9)  	lcha
385	Serrated		47	39	2	dmg-max (10 - 15)  	lcha
386	Jagged	1	10	7	3	dmg-max (1 - 2)  	mcha
387	Jagged	1	20	15	3	dmg-max (3 - 3)  	mcha
388	Forked	1	30	22	3	dmg-max (4 - 4)  	mcha
389	Forked	1	40	32	3	dmg-max (5 - 6)  	mcha
390	Serrated		50	42	3	dmg-max (7 - 10)  	mcha
391	Jagged	1	23	17	4	dmg-max (1 - 1)  	scha
392	Forked	1	38	30	4	dmg-max (2 - 3)  	scha
393	Serrated		53	45	4	dmg-max (4 - 5)  	scha
394	Rugged	1	1 - 21	1	3	stam (15 - 30)  	lcha
395	Rugged	1	11 - 41	7	3	stam (31 - 45)  	lcha
396	Rugged	1	21 - 61	16	3	stam (46 - 60)  	lcha
397	Rugged	1	1 - 21	1	3	stam (10 - 20)  	mcha
398	Rugged	1	11 - 41	7	3	stam (21 - 30)  	mcha
399	Rugged	1	21 - 61	16	3	stam (31 - 40)  	mcha
400	Rugged	1	1 - 21	1	3	stam (5 - 10)  	scha
401	Rugged	1	11 - 41	7	3	stam (11 - 15)  	scha
402	Rugged	1	21 - 61	16	3	stam (16 - 20)  	scha
403	Bronze	1	1	1	2	att (6 - 10)  	lcha
404	Bronze	1	7	5	2	att (11 - 20)  	lcha
405	Bronze	1	13	9	2	att (21 - 30)  	lcha
406	Iron	1	19	14	2	att (31 - 40)  	lcha
407	Iron	1	25	18	2	att (41 - 50)  	lcha
408	Iron	1	31	23	2	att (51 - 60)  	lcha
409	Steel	1	37	29	2	att (61 - 80)  	lcha
410	Steel	1	43	35	2	att (81 - 110)  	lcha
411	Steel		49	41	2	att (111 - 150)  	lcha
412	Bronze	1	1	1	3	att (4 - 10)  	mcha
413	Bronze	1	7	5	3	att (11 - 20)  	mcha
414	Bronze	1	16	12	3	att (21 - 30)  	mcha
415	Iron	1	24	18	3	att (31 - 40)  	mcha
416	Iron	1	32	26	3	att (41 - 50)  	mcha
417	Steel	1	40	36	3	att (51 - 70)  	mcha
418	Steel		48	44	3	att (71 - 100)  	mcha
419	Bronze	1	1	1	5	att (2 - 10)  	scha
420	Bronze	1	16	15	5	att (11 - 20)  	scha
421	Iron	1	32	31	5	att (21 - 30)  	scha
422	Steel		48	49	5	att (31 - 50)  	scha
423	Fine	1	15	7	2	att (10 - 25) dmg-max (1 - 3) 	lcha
424	Fine	1	34	22	2	att (26 - 50) dmg-max (4 - 6) 	lcha
425	Sharp	1	53	37	2	att (51 - 75) dmg-max (7 - 9) 	lcha
426	Fine	1	28	18	3	att (10 - 25) dmg-max (1 - 3) 	mcha
427	Sharp	1	51	37	3	att (26 - 50) dmg-max (4 - 6) 	mcha
428	Fine	1	51	37	4	att (10 - 25) dmg-max (1 - 3) 	scha
429	Lizard's	1	1	1	3	mana (3 - 10)  	lcha
430	Lizard's	1	7	5	3	mana (9 - 15)  	lcha
431	Lizard's	1	13	9	3	mana (14 - 20)  	lcha
432	Snake's	1	19	14	3	mana (21 - 25)  	lcha
433	Snake's	1	25	18	3	mana (26 - 30)  	lcha
434	Snake's	1	31	23	3	mana (31 - 35)  	lcha
435	Serpent's	1	37	29	3	mana (36 - 40)  	lcha
436	Serpent's	1	43	35	3	mana (41 - 50)  	lcha
437	Serpent's	1	49	41	3	mana (51 - 60)  	lcha
438	Lizard's	1	1	1	4	mana (2 - 7)  	mcha
439	Lizard's	1	9	6	4	mana (8 - 10)  	mcha
440	Lizard's	1	17	12	4	mana (11 - 14)  	mcha
441	Snake's	1	25	18	4	mana (15 - 18)  	mcha
442	Snake's	1	33	25	4	mana (19 - 26)  	mcha
443	Serpent's	1	41	33	4	mana (27 - 33)  	mcha
444	Serpent's	1	49	41	4	mana (34 - 40)  	mcha
445	Lizard's	1	1	1	6	mana (1 - 4)  	scha
446	Lizard's	1	12	9	6	mana (5 - 10)  	scha
447	Snake's	1	32	24	6	mana (11 - 16)  	scha
448	Serpent's		48	40	6	mana (17 - 20)  	scha
449	Shimmering		8 - 13	6	2	res-all (7 - 9)  	lcha
450	Shimmering		14 - 34	10	2	res-all (10 - 12)  	lcha
451	Shimmering		35	27	2	res-all (13 - 15)  	lcha
452	Shimmering		17 - 33	12	2	res-all (5 - 7)  	mcha
453	Shimmering		34	26	2	res-all (8 - 10)  	mcha
454	Shimmering		33	25	2	res-all (3 - 5)  	scha
455	Azure	1	1	1	2	res-cold (7 - 15)  	lcha
456	Lapis	1	10	7	2	res-cold (16 - 20)  	lcha
457	Cobalt	1	20	15	2	res-cold (21 - 25)  	lcha
458	Sapphire		30	22	2	res-cold (26 - 30)  	lcha
459	Azure	1	1	1	2	res-cold (4 - 8)  	mcha
460	Lapis	1	16	12	2	res-cold (9 - 12)  	mcha
461	Cobalt	1	25	18	2	res-cold (13 - 16)  	mcha
462	Sapphire		35	27	2	res-cold (17 - 20)  	mcha
463	Azure	1	1	1	2	res-cold (3 - 5)  	scha
464	Lapis	1	14	10	2	res-cold (6 - 7)  	scha
465	Cobalt	1	27	20	2	res-cold (8 - 9)  	scha
466	Sapphire		40	32	2	res-cold (10 - 11)  	scha
467	Crimson	1	1	1	2	res-fire (7 - 15)  	lcha
468	Russet	1	10	7	2	res-fire (16 - 20)  	lcha
469	Garnet	1	20	15	2	res-fire (21 - 25)  	lcha
470	Ruby		30	22	2	res-fire (26 - 30)  	lcha
471	Crimson	1	1	1	2	res-fire (4 - 8)  	mcha
472	Russet	1	16	12	2	res-fire (9 - 12)  	mcha
473	Garnet	1	25	18	2	res-fire (13 - 16)  	mcha
474	Ruby		35	27	2	res-fire (17 - 20)  	mcha
475	Crimson	1	1	1	2	res-fire (3 - 5)  	scha
476	Russet	1	14	10	2	res-fire (6 - 7)  	scha
477	Garnet	1	27	20	2	res-fire (8 - 9)  	scha
478	Ruby		40	32	2	res-fire (10 - 11)  	scha
479	Tangerine	1	1	1	2	res-ltng (7 - 15)  	lcha
480	Ocher	1	10	7	2	res-ltng (16 - 20)  	lcha
481	Coral	1	20	15	2	res-ltng (21 - 25)  	lcha
482	Amber		30	22	2	res-ltng (26 - 30)  	lcha
483	Tangerine	1	1	1	2	res-ltng (4 - 8)  	mcha
484	Ocher	1	16	12	2	res-ltng (9 - 12)  	mcha
485	Coral	1	25	18	2	res-ltng (13 - 16)  	mcha
486	Amber		35	27	2	res-ltng (17 - 20)  	mcha
487	Tangerine	1	1	1	2	res-ltng (3 - 5)  	scha
488	Ocher	1	14	10	2	res-ltng (6 - 7)  	scha
489	Coral	1	27	20	2	res-ltng (8 - 9)  	scha
490	Amber		40	32	2	res-ltng (10 - 11)  	scha
491	Beryl	1	1	1	2	res-pois (7 - 15)  	lcha
492	Viridian	1	10	7	2	res-pois (16 - 20)  	lcha
493	Jade	1	20	15	2	res-pois (21 - 25)  	lcha
494	Emerald		30	22	2	res-pois (26 - 30)  	lcha
495	Beryl	1	1	1	2	res-pois (4 - 8)  	mcha
496	Viridian	1	16	12	2	res-pois (9 - 12)  	mcha
497	Jade	1	25	18	2	res-pois (13 - 16)  	mcha
498	Emerald		35	27	2	res-pois (17 - 20)  	mcha
499	Beryl	1	1	1	2	res-pois (3 - 5)  	scha
500	Viridian	1	14	10	2	res-pois (6 - 7)  	scha
501	Jade	1	27	20	2	res-pois (8 - 9)  	scha
502	Emerald		40	32	2	res-pois (10 - 11)  	scha
503	Fletcher's	1	50	42	2	0 skilltab (1 - 1)  	lcha
504	Acrobat's	1	50	42	2	1 skilltab (1 - 1)  	lcha
505	Harpoonist's	1	50	42	2	2 skilltab (1 - 1)  	lcha
506	Burning	1	50	42	2	3 skilltab (1 - 1)  	lcha
507	Sparking	1	50	42	2	4 skilltab (1 - 1)  	lcha
508	Chilling	1	50	42	2	5 skilltab (1 - 1)  	lcha
509	Hexing	1	50	42	2	6 skilltab (1 - 1)  	lcha
510	Fungal	1	50	42	2	7 skilltab (1 - 1)  	lcha
511	Graverobber's	1	50	42	2	8 skilltab (1 - 1)  	lcha
512	Lion Branded	1	50	42	2	9 skilltab (1 - 1)  	lcha
513	Captain's	1	50	42	2	10 skilltab (1 - 1)  	lcha
514	Preserver's	1	50	42	2	11 skilltab (1 - 1)  	lcha
515	Expert's	1	50	42	2	12 skilltab (1 - 1)  	lcha
516	Fanatic	1	50	42	2	13 skilltab (1 - 1)  	lcha
517	Sounding	1	50	42	2	14 skilltab (1 - 1)  	lcha
518	Trainer's	1	50	42	2	15 skilltab (1 - 1)  	lcha
519	Spiritual	1	50	42	2	16 skilltab (1 - 1)  	lcha
520	Nature's	1	50	42	2	17 skilltab (1 - 1)  	lcha
521	Entrapping	1	50	42	2	18 skilltab (1 - 1)  	lcha
522	Mentalist's	1	50	42	2	19 skilltab (1 - 1)  	lcha
523	Shogukusha's	1	50	42	2	20 skilltab (1 - 1)  	lcha
524	Snowflake	1	9	6	2	cold-len (35 - 35) cold-min (3 - 8) cold-max (9 - 15)	lcha
525	Shivering	1	25	21	1	cold-len (35 - 35) cold-min (9 - 15) cold-max (16 - 30)	lcha
526	Boreal	1	50	42	1	cold-len (35 - 35) cold-min (16 - 24) cold-max (31 - 45)	lcha
527	Hibernal		85	78	1	cold-len (35 - 35) cold-min (25 - 30) cold-max (46 - 60)	lcha
528	Snowflake	1	18	13	2	cold-len (25 - 25) cold-min (2 - 5) cold-max (6 - 10)	mcha
529	Shivering	1	39	31	1	cold-len (25 - 25) cold-min (6 - 10) cold-max (11 - 20)	mcha
530	Boreal	1	64	56	1	cold-len (25 - 25) cold-min (11 - 15) cold-max (21 - 30)	mcha
531	Hibernal		89	81	1	cold-len (25 - 25) cold-min (16 - 20) cold-max (31 - 40)	mcha
532	Snowflake	1	27	20	2	cold-len (15 - 15) cold-min (1 - 3) cold-max (3 - 5)	scha
533	Shivering	1	42	34	1	cold-len (15 - 15) cold-min (4 - 5) cold-max (6 - 10)	scha
534	Boreal	1	66	58	1	cold-len (15 - 15) cold-min (6 - 8) cold-max (11 - 15)	scha
535	Hibernal		91	83	1	cold-len (15 - 15) cold-min (9 - 10) cold-max (16 - 20)	scha
536	Ember	1	9	6	2	fire-min (3 - 10) fire-max (11 - 18) 	lcha
537	Smoldering	1	25	21	1	fire-min (11 - 18) fire-max (19 - 36) 	lcha
538	Smoking	1	50	42	1	fire-min (19 - 29) fire-max (37 - 54) 	lcha
539	Flaming		85	78	1	fire-min (30 - 36) fire-max (55 - 72) 	lcha
540	Ember	1	18	13	2	fire-min (2 - 6) fire-max (7 - 12) 	mcha
541	Smoldering	1	39	31	1	fire-min (7 - 12) fire-max (13 - 24) 	mcha
542	Smoking	1	64	56	1	fire-min (13 - 18) fire-max (25 - 36) 	mcha
543	Flaming		89	81	1	fire-min (19 - 24) fire-max (37 - 48) 	mcha
544	Ember	1	27	20	2	fire-min (1 - 4) fire-max (4 - 6) 	scha
545	Smoldering	1	42	34	1	fire-min (5 - 6) fire-max (7 - 12) 	scha
546	Smoking	1	66	58	1	fire-min (7 - 10) fire-max (13 - 18) 	scha
547	Flaming		91	83	1	fire-min (11 - 12) fire-max (19 - 24) 	scha
548	Static	1	9	6	2	ltng-min (1 - 1) ltng-max (15 - 30) 	lcha
549	Glowing	1	25	21	1	ltng-min (1 - 1) ltng-max (31 - 60) 	lcha
550	Arcing	1	50	42	1	ltng-min (1 - 1) ltng-max (61 - 115) 	lcha
551	Shocking		85	78	1	ltng-min (1 - 1) ltng-max (116 - 150) 	lcha
552	Static	1	18	13	2	ltng-min (1 - 1) ltng-max (10 - 20) 	mcha
553	Glowing	1	39	31	1	ltng-min (1 - 1) ltng-max (21 - 40) 	mcha
554	Arcing	1	64	56	1	ltng-min (1 - 1) ltng-max (41 - 70) 	mcha
555	Shocking		89	81	1	ltng-min (1 - 1) ltng-max (71 - 100) 	mcha
556	Static	1	27	20	2	ltng-min (1 - 1) ltng-max (5 - 10) 	scha
557	Glowing	1	42	34	1	ltng-min (1 - 1) ltng-max (11 - 20) 	scha
558	Arcing	1	66	58	1	ltng-min (1 - 1) ltng-max (21 - 35) 	scha
559	Shocking		91	83	1	ltng-min (1 - 1) ltng-max (36 - 50) 	scha
560	Septic	1	9	6	2	75 dmg-pois (105 - 105)  	lcha
561	Envenomed	1	25	21	1	100 dmg-pois (231 - 231)  	lcha
562	Toxic	1	50	42	1	125 dmg-pois (369 - 369)  	lcha
563	Pestilent		85	78	1	150 dmg-pois (513 - 513)  	lcha
564	Septic	1	18	13	2	75 dmg-pois (70 - 70)  	mcha
565	Envenomed	1	39	31	1	100 dmg-pois (154 - 154)  	mcha
566	Toxic	1	64	56	1	125 dmg-pois (246 - 246)  	mcha
567	Pestilent		89	81	1	150 dmg-pois (342 - 342)  	mcha
568	Septic	1	27	20	2	75 dmg-pois (35 - 35)  	scha
569	Envenomed	1	42	34	1	100 dmg-pois (77 - 77)  	scha
570	Toxic	1	66	58	1	125 dmg-pois (123 - 123)  	scha
571	Pestilent		91	83	1	150 dmg-pois (171 - 171)  	scha
572	Dazzling	1	29	25	2	regen-mana (15 - 15)  	lcha
573	Fascinating		60	50	2	regen-mana (24 - 24)  	lcha
574	Dazzling	1	29	25	2	regen-mana (10 - 10)  	mcha
575	Fascinating		60	50	2	regen-mana (16 - 16)  	mcha
576	Dazzling	1	29	25	2	regen-mana (5 - 5)  	scha
577	Fascinating		60	50	2	regen-mana (8 - 8)  	scha
578	Guardian's	1	10	4	2	1 ac/lvl  	lcha
579	Guardian's	1	20	11	2	2 ac/lvl  	lcha
580	Guardian's	1	30	18	2	3 ac/lvl  	lcha
581	Guardian's	1	40	25	2	4 ac/lvl  	lcha
582	Guardian's	1	50	31	1	5 ac/lvl  	lcha
583	Guardian's		60	38	1	6 ac/lvl  	lcha
584	Guardian's	1	15	8	2	1 ac/lvl  	mcha
585	Guardian's	1	30	19	2	2 ac/lvl  	mcha
586	Guardian's	1	45	30	2	3 ac/lvl  	mcha
587	Guardian's		60	41	1	4 ac/lvl  	mcha
588	Guardian's	1	32	20	2	1 ac/lvl  	scha
589	Guardian's		64	44	1	2 ac/lvl  	scha
590	Assailant's	1	25	14	2	1 dmg/lvl  	lcha
591	Assailant's	1	55	29	2	2 dmg/lvl  	lcha
592	Assailant's		85	44	1	3 dmg/lvl  	lcha
593	Assailant's	1	45	23	2	1 dmg/lvl  	mcha
594	Assailant's		85	46	1	2 dmg/lvl  	mcha
595	Assailant's		85	48	1	1 dmg/lvl  	scha
596	Striker's	1	10	8	2	1 att/lvl  	lcha
597	Striker's	1	20	15	2	2 att/lvl  	lcha
598	Striker's	1	30	22	2	3 att/lvl  	lcha
599	Striker's	1	40	29	2	4 att/lvl  	lcha
600	Striker's	1	50	35	1	5 att/lvl  	lcha
601	Striker's		60	42	1	6 att/lvl  	lcha
602	Striker's	1	15	12	2	1 att/lvl  	mcha
603	Striker's	1	30	23	2	2 att/lvl  	mcha
604	Striker's	1	45	34	2	3 att/lvl  	mcha
605	Striker's		60	45	1	4 att/lvl  	mcha
606	Striker's	1	32	24	2	1 att/lvl  	scha
607	Striker's		64	48	1	2 att/lvl  	scha
608	Clever	1	10	6	2	1 mana/lvl  	lcha
609	Clever	1	20	13	2	2 mana/lvl  	lcha
610	Clever	1	30	20	2	3 mana/lvl  	lcha
611	Clever	1	40	27	2	4 mana/lvl  	lcha
612	Clever	1	50	33	1	5 mana/lvl  	lcha
613	Clever		60	40	1	6 mana/lvl  	lcha
614	Clever	1	15	10	2	1 mana/lvl  	mcha
615	Clever	1	30	21	2	2 mana/lvl  	mcha
616	Clever	1	45	32	2	3 mana/lvl  	mcha
617	Clever		60	43	1	4 mana/lvl  	mcha
618	Clever	1	32	22	2	1 mana/lvl  	scha
619	Clever		64	46	1	2 mana/lvl  	scha
620	Jewels
621	Blanched	1	1	1	8	ac (10 - 30)  	jewl
622	Eburin	1	16	12	8	ac (31 - 60)  	jewl
623	Bone	1	32	24	8	ac (61 - 90)  	jewl
624	Ivory		64	56	8	ac (91 - 180)  	jewl
625	Scarlet	1	8	6	10	dmg-min (1 - 5)  	jewl
626	Crimson	1	38	30	10	dmg-min (6 - 10)  	jewl
627	Carbuncle	1	12	9	10	dmg-max (1 - 7)  	jewl
628	Carmine	1	35	27	10	dmg-max (8 - 15)  	jewl
629	Vermillion		58	45	10	dmg-max (16 - 25)  	jewl
630	Cinnabar	1	1	1	12	dmg% (6 - 12)  	jewl
631	Rusty	1	13	9	12	dmg% (13 - 25)  	jewl
632	Realgar	1	45	37	10	dmg% (26 - 40)  	jewl
633	Ruby		66	58	8	dmg% (41 - 60)  	jewl
634	Dun	1	7	5	10	dmg-to-mana (10 - 20)  	jewl
635	Brown	1	39	31	8	regen-stam (15 - 30)  	jewl
636	Chestnut	1	1	1	8	stam (10 - 15)  	jewl
637	Maroon	1	17	12	8	stam (16 - 30)  	jewl
638	Nickel	1	1	1	8	att (10 - 20) 2 dmg/lvl 	jewl
639	Tin	1	8	6	8	att (21 - 40) 2 dmg/lvl 	jewl
640	Silver	1	25	18	8	att (41 - 60) 2 dmg/lvl 	jewl
641	Argent		44	36	8	att (61 - 120) 2 dmg/lvl 	jewl
642	Bright	1	1	1	8	light (1 - 1) 4 att/lvl 	jewl
643	Emerald	1	16	12	10	mag% (10 - 30)  	jewl
644	Zircon	1	1	1	10	mana (3 - 16)  	jewl
645	Jacinth	1	28	21	10	mana (17 - 32)  	jewl
646	Turquoise		45	37	10	mana (33 - 64)  	jewl
647	Shimmering	1	16	12	8	res-all (5 - 10)  	jewl
648	Scintillating		34	26	8	res-all (11 - 15)  	jewl
649	Lapis Lazuli	1	2	1	10	res-cold (10 - 20)  	jewl
650	Sapphire	1	19	14	10	res-cold (21 - 40)  	jewl
651	Garnet	1	2	1	10	res-fire (10 - 20)  	jewl
652	Ruby	1	18	13	10	res-fire (21 - 40)  	jewl
653	Camphor	1	2	1	10	res-ltng (10 - 20)  	jewl
654	Ambergris	1	19	14	10	res-ltng (21 - 40)  	jewl
655	Beryl	1	2	1	10	res-pois (10 - 20)  	jewl
656	Jade	1	19	14	10	res-pois (21 - 40)  	jewl
657	Aureolin	1	22	16	10	mana-kill (4 - 12)  	jewl
658	Diamond	1	16	19	8	att-demon (50 - 75) dmg-demon (50 - 75) 	jewl
659	Maiden's	1	72	48	6	ama (1 - 1) jewelflag (1 - 1) 	jewl
660	Monk's	1	72	48	6	pal (1 - 1) jewelflag (2 - 2) 	jewl
661	Summoner's	1	72	48	6	nec (1 - 1) jewelflag (3 - 3) 	jewl
662	Angel's	1	72	48	6	sor (1 - 1) jewelflag (4 - 4) 	jewl
663	Slayer's	1	72	48	6	bar (1 - 1) jewelflag (5 - 5) 	jewl
664	Shaman's	1	72	48	6	dru (1 - 1) jewelflag (6 - 6) 	jewl
665	Magekiller's	1	72	48	6	ass (1 - 1) jewelflag (7 - 7) 	jewl
666	Pearl	1	8	13	8	att-undead (50 - 75) dmg-undead (50 - 75) 	jewl
667	Quality	1	13	9	8	att% (10 - 10) dmg% (8 - 15) 	jewl
668	Superior	1	45	27	8	att% (15 - 15) dmg% (16 - 30) 	jewl
669	Excellent		66	45	8	att% (20 - 20) dmg% (31 - 45) 	jewl
670	Dazzling	1	29	25	8	regen-mana (15 - 30)  	jewl
671	Fascinating		50	50	8	regen-mana (31 - 60)  	jewl
672	Colorful		20	15	8	dmg-fire (20 - 30) dmg-cold (20 - 30) dmg-ltng (20 - 30)	jewl
673	Colorful		35	30	8	dmg-fire (40 - 60) dmg-cold (40 - 60) dmg-ltng (40 - 60)	jewl
674	Colorful		50	45	8	dmg-fire (80 - 120) dmg-cold (80 - 120) dmg-ltng (80 - 120)	jewl
675	Brisk	1	18	18	8	move1 (5 - 10)  	jewl
676	Swift	1	38	25	8	move1 (11 - 15)  	jewl
677	Strengthening	1	23	20	8	str (10 - 18)  	jewl
678	Empowering	1	26	24	8	str (19 - 25)  	jewl
679	Titan's		45	38	8	str (26 - 30)  	jewl
680	Bright	1	16	12	8	hp% (5 - 8)  	jewl
681	Solar	1	27	23	8	hp% (9 - 12)  	jewl
682	Vivid		38	34	8	hp% (13 - 16)  	jewl
683	Omniscient	1	16	12	8	mana% (5 - 8)  	jewl
684	Sage	1	27	23	8	mana% (9 - 12)  	jewl
685	Shrewd		38	34	8	mana% (13 - 16)  	jewl
686	Crystal	1	21 - 61	20	8	red-dmg (4 - 6)  	jewl
687	Crystal	1	21	41	8	red-dmg (6 - 8)  	jewl
688	Brilliant	1	60	61	8	red-mag (8 - 10)  	jewl
689	Brilliant	1	80	81	8	red-mag (10 - 12)  	jewl
690	Vile	1	6	5	2	1 dmg%/lvl  	jewl
691	Vile	1	12	10	2	2 dmg%/lvl  	jewl
692	Vile	1	24	20	2	3 dmg%/lvl  	jewl
693	Vile	1	48	40	1	4 dmg%/lvl  	jewl
694	Vile		72	60	1	5 dmg%/lvl  	jewl
695	Looter's	1	6	5	2	1 mag%/lvl  	jewl
696	Looter's	1	18	15	2	2 mag%/lvl  	jewl
697	Looter's	1	36	30	2	3 mag%/lvl  	jewl
698	Looter's		54	45	2	4 mag%/lvl  	jewl
699	Looter's		72	60	2	5 mag%/lvl  	jewl
700
701	Quivers
702	Burning	1	15 - 30	10	1	dmg-fire (1 - 6)  	arrm boqm
703	Freezing	1	15 - 30	10	1	100 dmg-cold (1 - 4)  	arrm boqm
704	Shocking	1	15 - 30	10	1	dmg-ltng (1 - 12)  	arrm boqm
705	Toxic	1	15 - 30	10	1	25 dmg-pois (103 - 103)  	arrm boqm
706	Colorful	1	15 - 30	10	1	dmg-fire (1 - 4) 100 dmg-cold (1 - 3) dmg-ltng (1 - 8)	arrm boqm
707	Burning	1	30 - 45	20	1	dmg-fire (6 - 10)  	arrm boqm
708	Freezing	1	30 - 45	20	1	75 dmg-cold (4 - 8)  	arrm boqm
709	Shocking	1	30 - 45	20	1	dmg-ltng (1 - 16)  	arrm boqm
710	Toxic	1	30 - 45	20	1	25 dmg-pois (206 - 206)  	arrm boqm
711	Colorful	1	30 - 45	20	1	dmg-fire (3 - 5) 50 dmg-cold (2 - 4) dmg-ltng (1 - 8)	arrm boqm
712	Burning	1	45	30	1	dmg-fire (12 - 20)  	arrm boqm
713	Freezing	1	45	30	1	75 dmg-cold (8 - 16)  	arrm boqm
714	Shocking	1	45	30	1	dmg-ltng (1 - 32)  	arrm boqm
715	Toxic	1	45	30	1	25 dmg-pois (309 - 309)  	arrm boqm
716	Colorful	1	45	30	1	dmg-fire (6 - 10) 50 dmg-cold (4 - 8) dmg-ltng (1 - 16)	arrm boqm
717	Burning	1	60	40	1	dmg-fire (18 - 30)  	arrm boqm
718	Freezing	1	60	40	1	75 dmg-cold (12 - 24)  	arrm boqm
719	Shocking	1	60	40	1	dmg-ltng (1 - 48)  	arrm boqm
720	Toxic	1	60	40	1	25 dmg-pois (412 - 412)  	arrm boqm
721	Colorful	1	60	40	1	dmg-fire (9 - 15) 50 dmg-cold (6 - 12) dmg-ltng (1 - 24)	arrm boqm
722	Charms
723	Dummy	1	1	1	1	406 oskill (1 - 1) vit-h (-790 - -790) 	zcha
724
725
726
727
728
729	Jeweler's		66	72	24	sock (5 - 5)
730	Dummy	1	1	1	1	437 oskill (1 - 1) 438 oskill (1 - 1) 439 oskill (1 - 1)	ycha
731	Skillful	1	38	1	2	1 skill-rand (6 - 35)  	mcha
732	Skillful	1	38	1	2	1 skill-rand (36 - 65)  	mcha
733	Skillful	1	38	1	2	1 skill-rand (66 - 95)  	mcha
734	Skillful	1	38	1	2	1 skill-rand (96 - 125)  	mcha
735	Skillful	1	38	1	2	1 skill-rand (126 - 155)  	mcha
736	Skillful	1	38	1	2	1 skill-rand (221 - 250)  	mcha
737	Skillful	1	38	1	2	1 skill-rand (251 - 280)  	mcha
738	Skillful	1	57	1	1	1 skill-rand (6 - 35) 1 skill-rand (6 - 35) 	mcha
739	Skillful	1	57	1	1	1 skill-rand (36 - 65) 1 skill-rand (36 - 65) 	mcha
740	Skillful	1	57	1	1	1 skill-rand (66 - 95) 1 skill-rand (66 - 95) 	mcha
741	Skillful	1	57	1	1	1 skill-rand (96 - 125) 1 skill-rand (96 - 125) 	mcha
742	Skillful	1	57	1	1	1 skill-rand (126 - 155) 1 skill-rand (126 - 155) 	mcha
743	Skillful	1	57	1	1	1 skill-rand (221 - 250) 1 skill-rand (221 - 250) 	mcha
744	Adjudging	1	72	48	4	pierce-fire (1 - 1)  	jewl
745	Adjudging	1	72	48	4	pierce-cold (1 - 1)  	jewl
746	Adjudging	1	72	48	4	pierce-ltng (1 - 1)  	jewl
747	Adjudging	1	72	48	4	pierce-pois (1 - 1)  	jewl
748	Adjudging	1	72	48	4	pierce-phys (1 - 1)  	jewl
749	Adjudging	1	72	48	4	pierce-mag (1 - 1)  	jewl
750	Intensifying	1	64	42	6	extra-fire (2 - 4)  	jewl
751	Intensifying	1	64	42	6	extra-cold (2 - 4)  	jewl
752	Intensifying	1	64	42	6	extra-ltng (2 - 4)  	jewl
753	Intensifying	1	64	42	6	extra-pois (2 - 4)  	jewl
754	Intensifying	1	64	42	6	extra-mag2 (1 - 3)  	jewl
755	Intensifying	1	64	42	6	extra-wind (1 - 3)  	jewl
756
757	Warrior's	1	20 - 50	30	2	str% (2 - 4)  	tors
758	Warrior's	1	30 - 60	40	2	str% (4 - 6)  	tors
759	Warrior's	1	40 - 70	50	2	str% (6 - 8)  	tors
